f_id,id,name,funded_at,amount,source
f:49,562,Fund IV,2011-09-30,96000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110930e7a3000p2&r=Rss&s=DJFVW
f:528,563,Fund II,2012-05-01,85000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110930e7a3000p1&r=Rss&s=DJFVW
f:3609,564,Greener Capital Partners II,2011-10-05,33000000.0,http://www.finsmes.com/2011/10/greener-capital-holds-close-cleantech-fund-33m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:1280,567,Denominated Fund III,2011-10-10,400000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111010e7ab000m9&r=Rss&s=DJFVW
f:8136,568,CAP Ventures I,2007-01-01,16000000.0,http://www.cap.com.ar
f:8221,571,Altus Capital Partners II,2011-10-14,200000000.0,http://www.finsmes.com/2011/10/altus-capital-partners-closes-fund-200m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:509,573,SVP Fund VIII,2011-10-17,440000000.0,http://www.finsmes.com/2011/10/sofinnova-ventures-closes-fund-440m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:4100,574,Fund VI,2011-10-18,4750000000.0,http://www.finsmes.com/2011/10/eqt-closes-fund-vi-e4-75bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:7814,577,BB&T Capital Partners Mezzanine Fund II,2011-10-18,227000000.0,http://www.finsmes.com/2011/10/bbt-capital-partners-closes-mezzanine-fund-ii-227m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:1056,578,Private Capital Funds,2011-10-19,1000000000.0,http://www.finsmes.com/2011/10/triplepoint-capital-raises-1bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:3366,580,maslinda binti abdul jamil,2011-10-21,1.0,http://www.petronas.com.my
f:3127,584,Fund III,2012-01-31,1500000000.0,http://techcrunch.com/2012/01/31/andreessen-horowitz-closes-1-5-billion-in-new-funding/
f:3130,588,Fund VII,2011-10-31,500000000.0,http://venturebeat.com/2011/10/31/abs-capital-partners-500-million-fund/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
f:4,589,Sidecar funds,2011-10-31,94000000.0,http://www.finsmes.com/2011/10/accel-partners-raises-94m-sidecar-funds.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:41,591,KPBC China Fund II,2011-11-03,250000000.0,http://venturebeat.com/2011/11/03/kleiner-perkins-china-fun/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
f:13,592,Redpoint Omega II,2011-11-04,400000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111104e7b4l88o4&r=Rss&s=DJFVW
f:7505,593,"Social Capital Partnership, L.P.",2011-08-02,450000000.0,http://www.sec.gov/Archives/edgar/data/1524805/000152480511000001/xslFormDX01/primary_doc.xml
f:367,603,AppUpSM Fund,2011-11-15,100000000.0,http://www.freshnews.com/news/577668/intel-capital-unveils-100-million-intel-capital-appupsm-fund-announces-first-investment
f:8375,604,PE Fund of Funds,2011-11-15,720000000.0,http://www.finsmes.com/2011/11/neuberger-berman-group-raises-720m-pe-fund-funds.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:4,605,Accel India Fund III,2011-11-16,155000000.0,http://techcrunch.com/2011/11/16/accel-launches-third-india-fund-will-invest-155m-in-early-stage-startups/
f:5154,606,Biomed Fund III,2011-11-16,22000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111116e7bgpw043&r=Rss&s=DJFVW
f:8384,607,Private equity fund,2011-11-16,420000000.0,http://venturebeat.com/2011/11/16/panda-power-420-million/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
f:8434,619,VPC Fund II,2011-11-28,480000000.0,http://www.finsmes.com/2011/11/victory-park-capital-holds-final-close-vpc-fund-ii-480m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:8421,622,212 Capital Partners,2011-12-02,30000000.0,http://www.212ltd.com/whats-new/detail/news-212CPI
f:8446,623,Sixth Fund,2011-12-01,1300000000.0,http://www.finsmes.com/2011/12/tsg-consumer-partners-closes-sixth-fund-1-3bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:4692,624,Revolution Growth fund,2011-12-01,450000000.0,http://www.finsmes.com/2011/12/revolution-growth-raises-450m-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:8475,629,Excellere Fund II,2011-12-08,465000000.0,http://www.businessreel.com/news/view/excellere-partners-launches-465m-second-fund/
f:2137,631,Second fund,2011-12-08,50000000.0,http://www.businessweek.com/news/2011-12-08/forbion-capital-raises-50-million-to-invest-in-health-companies.html
f:8502,634,IIG Fund I,2011-12-13,2500000.0,http://techcrunch.com/2011/12/13/entrepreneurs-debut-2-5m-fund-to-invest-in-india-focused-startups/
f:390,637,FirstMark II,2011-12-15,225000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111215e7cfsoh3j&r=Rss&s=DJFVW
f:309,638,Core Capital Partners III,2011-12-13,23900000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111213e7cdrm1pu&r=Rss&s=DJFVW
f:567,639,iNovia Fund III,2011-12-16,110000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111216e7cgqqmov&r=Rss&s=DJFVW
f:2219,640,Burrill Capital Fund IV,2012-08-02,505000000.0,http://pevc.dowjones.com/article?an=DJFVW00020120802e882p0i2n&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120802e882p0i2n%26from%3dalert%26pid%3d32
f:95,641,Partech International VI,2013-10-09,215000000.0,http://techcrunch.com/2013/10/09/partech-venture-and-seed/
f:851,642,Fund IV,2011-12-20,125000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111220e7ckqjn3p&r=Rss&s=DJFVW
f:4917,643,Fund II,2011-12-20,26500000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111220e7cks1eud&r=Rss&s=DJFVW
f:4760,644,NewSchools Innovation Fund,2010-08-06,20000000.0,http://www.newschools.org/news/education-week-innovation
f:452,648,Fund III,2013-02-11,100000000.0,http://techcrunch.com/2013/02/11/magma-iii/
f:6013,653,Fund II,2012-01-03,150000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111227e7crrpn9c&r=Rss&s=DJFVW
f:507,654,Venture fund VI,2011-12-15,500000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120103e813qnzbo&r=Rss&s=DJFVW
f:2261,655,Vivo Ventures VII,2012-01-03,375000000.0,http://www.finsmes.com/2012/01/vivo-ventures-holds-final-close-vivo-ventures-vii-375m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:8574,657,Cowen Healthcare Royalty Partners II,2012-01-06,1000000000.0,http://www.finsmes.com/2012/01/cowen-healthcare-royalty-partners-closes-fund-1bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:215,658,Fund IX,2012-01-09,600000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120109e819q5td4&r=Rss&s=DJFVW
f:1017,659,Fund II,2012-01-06,8000000.0,http://www.xconomy.com/seattle/2012/01/06/founders-co-op-second-fund/
f:1017,660,Fund I,2008-01-01,2500000.0,http://techcrunch.com/2008/10/07/seattles-top-entrepreneurs-band-together-to-invest/
f:573,662,Flagship Ventures Fund IV,2012-01-11,270000000.0,http://www.finsmes.com/2012/01/flagship-ventures-closes-fund-270m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:2219,664,Burrill Brazil Fund I,2012-01-13,125000000.0,http://www.finsmes.com/2012/01/burrill-holds-close-brazil-fund-125m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:4017,665,TrueBridge-Kauffman Fellows Endowment Fund II,2012-01-13,342000000.0,http://www.finsmes.com/2012/01/truebridge-capital-partners-closes-venture-capital-growth-equity-fund-of-funds.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:7791,666,Fund I,2011-01-01,3000000.0,http://www.oregonlive.com/small-business/index.ssf/2012/01/portland_seed_fund_will_could.html
f:6456,667,Fund I,2012-01-13,165000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120113e81dtevlz&r=Rss&s=DJFVW
f:3063,669,Food Fund,2012-01-20,4900000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120120e81kr5ytk&r=Rss&s=DJFVW
f:737,672,SoftTech VC III,2012-01-26,55000000.0,http://techcrunch.com/2012/01/26/jeff-clavier-softtech-vc-raises-55-fund-iii/
f:636,673,Bain Capital Ventures Fund 2012,2012-01-30,600000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120130e81utt0v6&r=Rss&s=DJFVW
f:8707,674,TSCP III,2012-02-03,350000000.0,http://www.tscp.com/documents/TSCP_FundIII_Closes.pdf
f:4850,675,Fund III,2010-08-02,73500000.0,http://www.sec.gov/Archives/edgar/data/1497490/000149749010000002/xslFormDX01/primary_doc.xml
f:4356,676,IA Venture Strategies Fund II,2012-02-08,105000000.0,http://techcrunch.com/2012/02/08/ia-ventures-105m-fund/
f:776,677,Fund III,2012-02-09,17400000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120208e828kva94&r=Rss&s=DJFVW
f:1033,680,Fund III,2012-02-10,219000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120210e82apik6i&r=Rss&s=DJFVW
f:8746,682,Solis II,2013-05-02,61000000.0,http://www.finsmes.com/2013/05/solis-capital-partners-closes-fund-61m.html
f:7653,684,Fund IV,2012-02-15,700000000.0,http://www.finsmes.com/2012/02/parthenon-capital-partners-closes-fund-iv-700m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:1793,685,Clean-tech fund,2012-02-16,51000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120216e82gs7y5k&r=Rss&s=DJFVW
f:5233,686,ff Silver Venture Capital Fund,2011-11-30,27000000.0,http://techcrunch.com/2012/02/16/27-million-fund-ff-venture-capital/
f:8756,687,Capital Dynamics Champion Ventures VII,2012-02-16,111000000.0,http://www.finsmes.com/2012/02/capital-dynamics-closes-fund-111m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:4607,688,NEW Capital Fund II,2012-02-01,25000000.0,http://www.ibwisconsin.com/In-Business-Wisconsin/February-2012/NEW-Capital-Fund-raises-25-million/
f:8768,689,Dont Panic Labs,2010-09-30,0.0,http://www.nebraskaglobal.com/News
f:8768,690,Icora,2011-03-30,0.0,http://www.nebraskaglobal.com/News
f:8768,691,EC3H,2011-06-02,1500000.0,http://www.nebraskaglobal.com/News
f:8768,692,Beehive Industries,2011-12-20,0.0,http://www.nebraskaglobal.com/News
f:8768,693,EliteForm,2012-01-19,0.0,http://www.nebraskaglobal.com/News
f:5633,695,"NextView Ventures, L.P.",2012-02-21,21000000.0,http://www.businessinsider.com/boston-based-vc-firm-nextview-ventures-raises-new-21-million-fund-2012-2
f:8762,696,Hyde Park Venture Partners Fund I,2012-11-27,21500000.0,http://pevc.dowjones.com/article?an=DJFVW00020121127e8brqv3df&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020121127e8brqv3df%26from%3dalert%26pid%3d32
f:3939,697,Citic Capital Venture Partners,2012-02-23,60000000.0,http://www.bloomberg.com/news/2012-02-23/citic-capital-raises-60-million-for-growth-investments-fund.html
f:7,698,Charles River Partnership XV,2012-02-28,375000000.0,http://techcrunch.com/2012/02/28/charles-river-ventures-raises-375-million-for-its-15th-fund/
f:4161,699,Thoma Bravo Fund X,2012-02-28,1250000000.0,http://www.finsmes.com/2012/02/thoma-bravo-closes-private-equity-fund-1-25bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:174,700,Emergence Capital Partners III,2012-01-01,250000000.0,http://www.emcap.com/thoughts/fundraising/ecp3/
f:367,701,Intel Capital Connected Car Fund,2012-02-29,100000000.0,http://www.finsmes.com/2012/02/intel-capital-launches-100m-fund-dedicated-automotive-technology-innovation.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:6950,704,Fund 1,2010-11-01,10000000.0,http://news.cnet.com/8301-1023_3-20022875-93.html
f:375,706,Annex Fund I,2012-03-07,12600000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120307e837qt9j9&r=Rss&s=DJFVW
f:4341,708,Pan-Asia Fund Of Funds III,2012-03-19,1150000000.0,http://www.finsmes.com/2012/03/axiom-asia-closes-fund-us1-15bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:8890,720,Middle-Market Mezzanine Capital Investment Fund,2012-03-20,240000000.0,http://www.finsmes.com/2012/03/lakeside-capital-management-holds-final-close-middle-market-mezzanine-capital-investment-fund-240m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:542,721,OpenView Fund III,2012-03-21,206000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120321e83lalwjp&r=Rss&s=DJFVW
f:1058,723,BlackBerry Partners Fund II,2012-03-21,150000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120321e83lalgd6&r=Rss&s=DJFVW
f:8894,725,Fund I,2012-03-21,45000000.0,http://www.finsmes.com/2012/03/21180.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:8895,726,LongueVue Capital Partners II,2012-03-21,175000000.0,http://www.finsmes.com/2012/03/longuevue-capital-closes-175m-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:7017,727,i2a Fund,2007-02-26,10000000.0,http://www.prnewswire.com/news-releases/chicagos-business-leaders-collaborate-to-create-invest-and-manage-the-10-million-illinois-innovation-accelerator-i2a-fund-58077317.html
f:3573,730,ronald gilman,2012-03-28,2500000.0,http://ronald.gilman.com
f:4389,731,Tech-Focused Fund IV,2012-03-29,750000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120329e83tb0oyv&r=Rss&s=DJFVW
f:7393,732,Lumira Capital ll,2012-03-26,100000000.0,http://www.newswire.ca/en/story/944017/teralys-capital-invests-in-two-new-lumira-capital-life-sciences-funds
f:8940,733,The MaRS Cleantech Fund LP,2012-03-29,30000000.0,http://www.finsmes.com/2012/03/mars-launches-30m-early-stage-cleantech-venture-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:8869,734,DGF CAPITAL I (REIF),2002-06-01,13000000.0,http://www.dgf.com.br/index.php/pt/noticias/arquivo/146-solucao-entre-iguais
f:8869,735,DGF Capital II (FIPAC),2007-06-01,60000000.0,http://www.dgf.com.br/index.php/en/portfolio2/growrh-and-consolidation
f:8869,736,DGF Bioenergia I (Terra Viva),2009-01-01,175000000.0,http://www.dgf.com.br/index.php/en/news/file/167-fip-terra-viva-begins-its-operation
f:7635,738,Cypress Growth Fund,2011-06-28,1500000.0,http://altitudedigitalpartners.com/about-us/press.html
f:3413,739,Denham Commodity Partners Fund VI LP,2012-04-03,3000000000.0,http://www.finsmes.com/2012/04/denham-capital-management-closes-fund-vi-3bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:1622,740,Venture Fund 2012,2012-04-03,10000000000.0,http://techcrunch.com/2012/04/03/berlin-is-still-sexy-but-no-longer-poor-earlybird-raises-100m-for-a-200m-fund/
f:4382,741,NYLCAP Mezzanine Partners III,2012-04-04,980000000.0,http://www.finsmes.com/2012/04/york-life-capital-partners-closes-mezzanine-fund-980m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:2250,742,Israeli biomedical fund,2012-04-04,222000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=29&aid=DJFVLS0020120404e844u90r5&r=Rss&s=DJFVLS
f:3258,743,Opportunities Fund,2012-04-04,132000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120404e844rmqlp&r=Rss&s=DJFVW
f:8964,744,Fund I,2012-04-04,860000000.0,http://www.finsmes.com/2012/04/searchlight-capital-partners-closes-fund-860m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:2246,745,Fund II,2012-04-05,60000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120405e845attqw&r=Rss&s=DJFVW
f:712,746,Northgate Venture Partners VI,2012-04-05,275000000.0,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120405e845au8b6&r=Rss&s=DJFVW
f:6992,747,Aavishkaar II,2013-08-08,94000000.0,http://social.yourstory.in/2013/08/aavishkaar-ii-raises-us-94-million-announces-its-final-close/
f:23,749,Foundation Capital VII,2013-04-10,282000000.0,http://techcrunch.com/2013/04/09/foundation-capital-raises-282m-for-seventh-fund-will-focus-mainly-on-early-stage-investments/
f:7025,750,H.I.G. BioVentures II,2012-04-10,268000000.0,http://www.finsmes.com/2012/04/h-i-g-capital-closes-life-sciences-fund-268m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:8981,751,ronald gilman (personal Butler Assistant),2012-04-11,2500000.0,http://numisneetwork.com/numisprofits
f:6677,752,Morgan Stanley Private Markets Fund V,2012-04-12,720000000.0,http://www.finsmes.com/2012/04/morgan-stanley-alternative-investment-partners-raises-720m-morgan-stanley-private-markets-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:9001,753,Mount Kellett Capital Partners II,2012-04-12,4000000000.0,http://www.finsmes.com/2012/04/mount-kellett-capital-management-closes-fund-4-0bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:29,756,First Round Capital IV,2012-04-16,135000000.0,http://techcrunch.com/2012/05/09/first-round-capital-bumps-up-phineas-barnes-kent-goldman-to-partner-level/
f:1190,757,Harbert Venture Partners III,2012-04-16,77000000.0,http://pevc.dowjones.com/article?an=DJFVW00020120416e84gr1yv4&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120416e84gr1yv4%26from%3dalert%26pid%3d32
f:4122,760,Fund 2,2012-04-17,100000000.0,http://techcrunch.com/2012/04/16/euro-saas-startups-rejoice-notion-capital-closes-100m-for-its-2nd-fund/
f:5733,762,Illuminate Ventures I,2012-04-18,8500000.0,http://pevc.dowjones.com/article?an=DJFVW00020120419e84jufoqn&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120419e84jufoqn%26from%3dalert%26pid%3d32
f:7620,765,Klass Capital I,2012-04-24,50000000.0,http://pevc.dowjones.com/article?an=DJFVW00020120424e84otdrgo&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120424e84otdrgo%26from%3dalert%26pid%3d32
f:9068,766,WAMEX Private Equity Fund II,2012-04-25,160000000.0,http://www.finsmes.com/2012/04/wamex-private-equity-closes-growth-equity-fund-160m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:4066,768,Indiana Seed Fund II,2012-04-30,8250000.0,http://pevc.dowjones.com/article?an=DJFVW00020120430e84us6urh&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120430e84us6urh%26from%3dalert%26pid%3d32
f:1857,774,Energy VC Fund III,2012-06-27,300000000.0,http://www.finsmes.com/2012/06/braemar-energy-ventures-closes-fund-300m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:7622,786,Fund I,2012-05-11,97500000.0,http://pevc.dowjones.com/article?an=DJFVW00020120511e85bied4y&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120511e85bied4y%26from%3dalert%26pid%3d32
f:4160,787,Fund V,2012-05-14,561000000.0,http://www.finsmes.com/2012/05/riverside-partners-closes-fund-561m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:770,789,TVC Capital II,2012-01-01,75000000.0,http://www.pehub.com/165648/tvc-capital-closes-fund-ii-75m/
f:493,790,Panorama I,2008-04-01,240000000.0,http://venturebeat.com/2008/04/29/panorama-capital-closes-240m-fund/
f:2044,791,Peterson Ventures IV LP,2012-05-17,10250000.0,http://pevc.dowjones.com/article?an=DJFVW00020120518e85iuhe8j&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120518e85iuhe8j%26from%3dalert%26pid%3d32
f:41,792,KPCB 15,2012-05-17,525000000.0,http://techcrunch.com/2012/05/17/kleiner-perkins-closes-on-525-million-kpcb-15/
f:5775,793,Vista Equity Partners Fund IV,2012-05-17,3500000000.0,http://www.finsmes.com/2012/05/vista-equity-partners-closes-fourth-pe-fund-3-5bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:392,794,Focus Ventures III,2006-04-18,250000000.0,http://www.focusventures.com/docs/FVIII.pdf
f:248,795,Morgenthaler Ventures IX,2008-11-01,400000000.0,http://www.crunchbase.com/financial-organization/morgenthaler-ventures/edit_funds
f:99,798,Pitango Venture Capital Fund V,2007-01-01,330000000.0,http://www.pitango.com/history.asp
f:4249,802,Pangaea Ventures Fund III,2012-05-23,50000000.0,http://www.finsmes.com/2012/05/pangaea-ventures-holds-close-fund-iii-50m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:9224,805,Think Big Ventures I,2012-05-25,0.0,http://www.finsmes.com/2012/05/big-partners-launches-venture-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:7393,813,Merck Lumira Biosciences Fund,2012-03-26,50000000.0,http://www.newswire.ca/en/story/944017/teralys-capital-invests-in-two-new-lumira-capital-life-sciences-funds
f:189,814,Apax US VII,2006-01-01,856300000.0,http://www.apax.com/inside-apax/our-company/our-funds.aspx
f:258,817,Spectrum Equity Investors VI,2008-11-28,1250000000.0,http://www.sec.gov/Archives/edgar/vprr/08/9999999997-08-046118
f:5877,819,Healthcare Innovation Fund,2012-06-04,157000000.0,http://pevc.dowjones.com/article?an=DJFVW00020120604e864rr14x&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120604e864rr14x%26from%3dalert%26pid%3d32
f:89,820,"Madrona Venture Fund V, L.P.",2012-06-05,300000000.0,http://techcrunch.com/2012/06/05/madrona-fund-v-300-million/
f:446,825,Fund III,2012-06-07,71000000.0,http://venturebeat.com/2012/06/07/felicis-ventures-70-million-fund/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29
f:6798,827,Fund II,2012-06-11,35000000.0,http://techcrunch.com/2012/06/11/bullpen-capital-35-million-fund-two/
f:1140,829,Tandem Fund II,2012-06-14,32000000.0,http://techcrunch.com/2012/06/14/tandem-raises-second-fund/
f:6720,830,DVC I,2010-11-01,2000000.0,http://www.siliconprairienews.com/2010/11/dundee-venture-capital-opens-with-2m-fund-interview-with-founder
f:6720,831,DVC II,2012-06-01,15000000.0,http://www.siliconprairienews.com/2012/06/dundee-venture-capital-closes-15m-fund-moves-to-mastercraft
f:9316,832,Fund I,2012-06-14,22000000.0,http://techcrunch.com/2012/06/14/akkadian-ventures-second-fund/
f:4317,834,Central Valley Fund II,2012-06-17,100000000.0,http://www.finsmes.com/2012/06/cvf-capital-partners-closes-100m-mezzanine-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29
f:2858,836,Frontier Fund III,2012-06-18,250000000.0,http://pevc.dowjones.com/article?an=DJFVW00020120618e86im98lb&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120618e86im98lb%26from%3dalert%26pid%3d32
f:1104,837,Blumberg Capital III,2013-11-07,150000000.0,http://www.finsmes.com/2013/11/blumberg-capital-closes-fund-150mv.html
f:572,838,Ascent Venture Partners V,2012-06-21,81750000.0,http://pevc.dowjones.com/article?an=DJFVW00020120621e86lq9sir&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120621e86lq9sir%26from%3dalert%26pid%3d32
f:6535,839,Health-Care Services Fund II,2012-06-22,150000000.0,http://pevc.dowjones.com/article?an=DJFVW00020120622e86mqhrj5&from=alert&pid=32&ReturnUrl=http%3a%2f%2fpevc.dowjones.com%3a80%2farticle%3fan%3dDJFVW00020120622e86mqhrj5%26from%3dalert%26pid%3d32
