c_id,f_id,date,round,amount
c:25392,f:2395,2007-02-15,series-c+,26000000
c:25392,f:128,2007-02-15,series-c+,26000000
c:25392,f:909,2007-02-15,series-c+,26000000
c:25392,f:2329,2007-02-15,series-c+,26000000
c:37926,f:1801,2006-01-31,series-c+,24000000
c:37926,f:3818,2006-01-31,series-c+,24000000
c:37926,f:546,2006-01-31,series-c+,24000000
c:37926,f:1080,2006-01-31,series-c+,24000000
c:37926,f:1,2006-01-31,series-c+,24000000
c:37926,f:2064,2006-01-31,series-c+,24000000
c:37926,f:147,2006-01-31,series-c+,24000000
c:45308,f:1942,2006-04-25,series-a,2500000
c:10161,f:222,2006-10-23,series-b,2000000
c:10161,f:1275,2006-10-23,series-b,2000000
c:15760,f:146,2006-03-23,series-c+,20000000
c:15760,f:269,2006-03-23,series-c+,20000000
c:15760,f:442,2006-03-23,series-c+,20000000
c:15760,f:48,2006-03-23,series-c+,20000000
c:15760,f:600,2006-03-23,series-c+,20000000
c:15760,f:116,2006-03-23,series-c+,20000000
c:15760,f:5,2006-03-23,series-c+,20000000
c:45345,f:130,2010-04-07,series-c+,5000000
c:23900,f:269,2010-04-07,series-a,6000000
c:23900,f:28,2010-04-07,series-a,6000000
c:23900,f:1197,2010-04-07,series-a,6000000
c:23900,f:1569,2010-04-07,series-a,6000000
c:183,f:518,2010-04-07,series-c+,15000000
c:183,f:26,2010-04-07,series-c+,15000000
c:183,f:192,2010-04-07,series-c+,15000000
c:45363,f:17,2010-04-07,series-a,5000000
c:45363,f:4976,2010-04-07,series-a,5000000
c:45365,f:1747,2010-04-07,series-c+,56000000
c:45365,f:2001,2010-04-07,series-c+,56000000
c:45365,f:2140,2010-04-07,series-c+,56000000
c:45365,f:1890,2010-04-07,series-c+,56000000
c:45365,f:1749,2010-04-07,series-c+,56000000
c:45365,f:191,2010-04-07,series-c+,56000000
c:45365,f:1109,2010-04-07,series-c+,56000000
c:21790,f:806,2006-09-18,series-c+,19000000
c:21790,f:792,2006-09-18,series-c+,19000000
c:21790,f:13434,2006-09-18,series-c+,19000000
c:45400,f:2064,2010-04-08,other,3500000
c:45400,f:147,2010-04-08,other,3500000
c:30172,f:4406,2007-03-29,venture,3500000
c:45412,f:390,2010-04-07,series-a,1700000
c:45434,f:334,2006-09-21,series-c+,15000000
c:45434,f:241,2006-09-21,series-c+,15000000
c:45434,f:306,2006-09-21,series-c+,15000000
c:45435,f:2500,2006-05-27,series-b,6500000
c:5271,f:263,2011-09-08,venture,20700000
c:5271,f:367,2011-09-08,venture,20700000
c:5271,f:191,2011-09-08,venture,20700000
c:5271,f:7523,2011-09-08,venture,20700000
c:8626,f:5158,2010-04-09,angel,1000000
c:8626,f:11252,2010-04-09,angel,1000000
c:45478,f:510,2010-03-24,series-a,5000000
c:45478,f:192,2010-03-24,series-a,5000000
c:45515,f:4248,2010-04-08,series-c+,15000000
c:45515,f:116,2010-04-08,series-c+,15000000
c:45515,f:204,2010-04-08,series-c+,15000000
c:45515,f:26,2010-04-08,series-c+,15000000
c:37240,f:4594,2006-08-08,venture,13000000
c:37240,f:563,2006-08-08,venture,13000000
c:37240,f:671,2006-08-08,venture,13000000
c:37240,f:3278,2006-08-08,venture,13000000
c:37240,f:2208,2006-08-08,venture,13000000
c:37240,f:2654,2006-08-08,venture,13000000
c:21378,f:2233,2006-06-14,venture,12000000
c:21378,f:546,2006-06-14,venture,12000000
c:21378,f:136,2006-06-14,venture,12000000
c:21378,f:26,2006-06-14,venture,12000000
c:21378,f:1964,2006-06-14,venture,12000000
c:21378,f:272,2006-06-14,venture,12000000
c:21378,f:269,2006-06-14,venture,12000000
c:16724,f:57,2008-11-07,series-a,3250000
c:16724,f:1294,2008-11-07,series-a,3250000
c:12611,f:334,2006-03-06,series-b,11000000
c:12611,f:147,2006-03-06,series-b,11000000
c:12611,f:83,2006-03-06,series-b,11000000
c:18161,f:618,2006-05-22,series-c+,11000000
c:18161,f:443,2006-05-22,series-c+,11000000
c:18161,f:24,2006-05-22,series-c+,11000000
c:17321,f:2252,2006-12-11,series-a,10500000
c:17321,f:517,2006-12-11,series-a,10500000
c:25716,f:4,2006-05-08,series-b,10140000
c:25716,f:234,2006-05-08,series-b,10140000
c:25716,f:99,2006-05-08,series-b,10140000
c:16203,f:49,2006-11-01,series-c+,10000000
c:16203,f:189,2006-11-01,series-c+,10000000
c:16203,f:4,2006-11-01,series-c+,10000000
c:18478,f:147,2006-07-11,series-b,10000000
c:18478,f:27,2006-07-11,series-b,10000000
c:18478,f:837,2006-07-11,series-b,10000000
c:18478,f:327,2006-07-11,series-b,10000000
c:45615,f:1093,2006-04-10,series-c+,10000000
c:45615,f:1762,2006-04-10,series-c+,10000000
c:45615,f:17,2006-04-10,series-c+,10000000
c:16559,f:2918,2006-04-05,series-a,10000000
c:16559,f:1454,2006-04-05,series-a,10000000
c:42668,f:134,2006-02-21,series-c+,10000000
c:42668,f:11,2006-02-21,series-c+,10000000
c:42668,f:286,2006-02-21,series-c+,10000000
c:23615,f:1,2006-11-03,series-c+,10000000
c:23615,f:316,2006-11-03,series-c+,10000000
c:23615,f:46,2006-11-03,series-c+,10000000
c:23615,f:644,2006-11-03,series-c+,10000000
c:195,f:89,2006-01-09,venture,1250000
c:38502,f:572,2007-03-01,series-a,3000000
c:19655,f:1647,2010-04-13,angel,630000
c:19655,f:1700,2010-04-13,angel,630000
c:19655,f:446,2010-04-13,angel,630000
c:45700,f:180,2006-03-15,series-b,10000000
c:45700,f:4256,2006-03-15,series-b,10000000
c:45700,f:191,2006-03-15,series-b,10000000
c:477,f:2610,2006-10-13,venture,1000000
c:555,f:23,2010-04-14,series-c+,24500000
c:555,f:248,2010-04-14,series-c+,24500000
c:555,f:86,2010-04-14,series-c+,24500000
c:555,f:215,2010-04-14,series-c+,24500000
c:45780,f:81,2006-09-29,series-c+,8000000
c:45780,f:127,2006-09-29,series-c+,8000000
c:45780,f:292,2006-09-29,series-c+,8000000
c:35496,f:1607,2010-04-15,series-a,3400000
c:24648,f:1749,2010-04-15,series-b,5000000
c:24648,f:248,2010-04-15,series-b,5000000
c:24648,f:2139,2010-04-15,series-b,5000000
c:24648,f:2217,2010-04-15,series-b,5000000
c:27451,f:2641,2006-10-16,series-a,7000000
c:27451,f:2397,2006-10-16,series-a,7000000
c:25583,f:99,2006-03-06,venture,7000000
c:25583,f:94,2006-03-06,venture,7000000
c:25583,f:245,2006-03-06,venture,7000000
c:43995,f:2560,2010-04-15,series-c+,4000000
c:43995,f:2542,2010-04-15,series-c+,4000000
c:43995,f:4810,2010-04-15,series-c+,4000000
c:45605,f:3,2010-04-15,series-b,8000000
c:45605,f:174,2010-04-15,series-b,8000000
c:38825,f:793,2006-02-08,series-a,7000000
c:38825,f:4232,2006-02-08,series-a,7000000
c:38825,f:477,2006-02-08,series-a,7000000
c:38825,f:5056,2006-02-08,series-a,7000000
c:58,f:4990,2010-04-16,series-c+,14700000
c:32594,f:51,2006-06-20,series-a,6800000
c:32594,f:1047,2006-06-20,series-a,6800000
c:12171,f:711,2006-05-17,series-c+,6300000
c:12171,f:438,2006-05-17,series-c+,6300000
c:12171,f:572,2006-05-17,series-c+,6300000
c:12171,f:2031,2006-05-17,series-c+,6300000
c:5084,f:105,2010-04-19,series-c+,8080000
c:5084,f:1148,2010-04-19,series-c+,8080000
c:5084,f:177,2010-04-19,series-c+,8080000
c:46007,f:3009,2011-10-18,series-a,33500000
c:46007,f:41,2011-10-18,series-a,33500000
c:46007,f:2195,2011-10-18,series-a,33500000
c:1325,f:5070,2010-04-19,series-c+,20000000
c:1325,f:503,2010-04-19,series-c+,20000000
c:1325,f:367,2010-04-19,series-c+,20000000
c:1325,f:61,2010-04-19,series-c+,20000000
c:1325,f:272,2010-04-19,series-c+,20000000
c:24131,f:192,2008-11-04,series-b,154000000
c:24131,f:2210,2008-11-04,series-b,154000000
c:24131,f:2213,2008-11-04,series-b,154000000
c:24131,f:248,2008-11-04,series-b,154000000
c:24131,f:515,2008-11-04,series-b,154000000
c:24131,f:3821,2008-11-04,series-b,154000000
c:24131,f:149,2008-11-04,series-b,154000000
c:24131,f:3236,2008-11-04,series-b,154000000
c:25839,f:367,2006-01-05,venture,26500000
c:25839,f:41,2006-01-05,venture,26500000
c:25839,f:2391,2006-01-05,venture,26500000
c:25839,f:1971,2006-01-05,venture,26500000
c:25839,f:2219,2006-01-05,venture,26500000
c:25839,f:183,2006-01-05,venture,26500000
c:25839,f:5077,2006-01-05,venture,26500000
c:26730,f:3236,2006-04-03,series-c+,53000000
c:26730,f:1973,2006-04-03,series-c+,53000000
c:26730,f:2294,2006-04-03,series-c+,53000000
c:26730,f:3259,2006-04-03,series-c+,53000000
c:26730,f:1109,2006-04-03,series-c+,53000000
c:43594,f:4171,2006-06-23,series-b,50000000
c:43594,f:2805,2006-06-23,series-b,50000000
c:43594,f:224,2006-06-23,series-b,50000000
c:43594,f:249,2006-06-23,series-b,50000000
c:43594,f:2947,2006-06-23,series-b,50000000
c:43594,f:2997,2006-06-23,series-b,50000000
c:43594,f:895,2006-06-23,series-b,50000000
c:43757,f:2750,2006-06-01,series-a,49000000
c:43757,f:4602,2006-06-01,series-a,49000000
c:17219,f:1442,2007-09-13,series-a,2150000
c:25140,f:71,2006-05-17,series-c+,45000000
c:25140,f:4961,2006-05-17,series-c+,45000000
c:25140,f:3211,2006-05-17,series-c+,45000000
c:25140,f:3792,2006-05-17,series-c+,45000000
c:25140,f:2391,2006-05-17,series-c+,45000000
c:25140,f:2001,2006-05-17,series-c+,45000000
c:25140,f:951,2006-05-17,series-c+,45000000
c:25140,f:2472,2006-05-17,series-c+,45000000
c:25140,f:5080,2006-05-17,series-c+,45000000
c:25140,f:2250,2006-05-17,series-c+,45000000
c:25140,f:2646,2006-05-17,series-c+,45000000
c:46062,f:2472,2006-11-15,series-c+,44000000
c:46062,f:1890,2006-11-15,series-c+,44000000
c:46062,f:864,2006-11-15,series-c+,44000000
c:46062,f:5897,2006-11-15,series-c+,44000000
c:13082,f:215,2007-01-10,series-b,2000000
c:24827,f:2141,2006-10-25,series-c+,40000000
c:24827,f:215,2006-10-25,series-c+,40000000
c:24827,f:2778,2006-10-25,series-c+,40000000
c:24827,f:2139,2006-10-25,series-c+,40000000
c:24827,f:2297,2006-10-25,series-c+,40000000
c:24827,f:2270,2006-10-25,series-c+,40000000
c:40324,f:2222,2006-09-06,series-a,39000000
c:40324,f:146,2006-09-06,series-a,39000000
c:40324,f:2141,2006-09-06,series-a,39000000
c:40324,f:2865,2006-09-06,series-a,39000000
c:40324,f:5085,2006-09-06,series-a,39000000
c:3449,f:709,2010-04-20,series-a,5000000
c:1088,f:45,2010-04-20,series-c+,5000000
c:1088,f:34,2010-04-20,series-c+,5000000
c:36590,f:5095,2010-04-20,series-c+,4000000
c:29996,f:603,2010-04-20,venture,750000
c:52073,f:2431,2010-01-12,angel,500000
c:52073,f:4273,2010-01-12,angel,500000
c:10560,f:2970,2010-04-20,angel,800000
c:10560,f:5098,2010-04-20,angel,800000
c:10560,f:5099,2010-04-20,angel,800000
c:29051,f:745,2010-04-20,series-a,5000000
c:29051,f:716,2010-04-20,series-a,5000000
c:29051,f:6,2010-04-20,series-a,5000000
c:29051,f:737,2010-04-20,series-a,5000000
c:29051,f:5928,2010-04-20,series-a,5000000
c:21715,f:7404,2006-01-10,series-c+,25000000
c:21715,f:3716,2006-01-10,series-c+,25000000
c:21715,f:2294,2006-01-10,series-c+,25000000
c:21715,f:3715,2006-01-10,series-c+,25000000
c:21715,f:2211,2006-01-10,series-c+,25000000
c:21715,f:2918,2006-01-10,series-c+,25000000
c:39725,f:286,2006-09-14,series-c+,5000000
c:39725,f:573,2006-09-14,series-c+,5000000
c:39725,f:381,2006-09-14,series-c+,5000000
c:25441,f:248,2006-02-09,series-b,30000000
c:25441,f:2778,2006-02-09,series-b,30000000
c:25441,f:509,2006-02-09,series-b,30000000
c:25441,f:2219,2006-02-09,series-b,30000000
c:25441,f:5106,2006-02-09,series-b,30000000
c:25441,f:2764,2006-02-09,series-b,30000000
c:45365,f:1749,2006-10-10,series-b,26000000
c:45365,f:2140,2006-10-10,series-b,26000000
c:45365,f:1890,2006-10-10,series-b,26000000
c:45365,f:191,2006-10-10,series-b,26000000
c:45365,f:2253,2006-10-10,series-b,26000000
c:24125,f:5114,2007-09-01,series-c+,9000000
c:24125,f:1845,2007-09-01,series-c+,9000000
c:24125,f:1746,2007-09-01,series-c+,9000000
c:24125,f:837,2007-09-01,series-c+,9000000
c:46216,f:4168,2010-04-21,venture,15000000
c:46216,f:5124,2010-04-21,venture,15000000
c:28034,f:286,2010-04-21,series-b,8000000
c:28034,f:944,2010-04-21,series-b,8000000
c:36466,f:41,2010-04-21,series-b,129400000
c:36466,f:515,2010-04-21,series-b,129400000
c:36466,f:1654,2010-04-21,series-b,129400000
c:36466,f:1102,2010-04-21,series-b,129400000
c:36466,f:5125,2010-04-21,series-b,129400000
c:36466,f:1902,2010-04-21,series-b,129400000
c:36466,f:1389,2010-04-21,series-b,129400000
c:36466,f:2645,2010-04-21,series-b,129400000
c:23230,f:443,2010-04-21,venture,15000000
c:23230,f:2003,2010-04-21,venture,15000000
c:19744,f:1032,2010-04-21,series-b,8000000
c:19744,f:663,2010-04-21,series-b,8000000
c:19744,f:45,2010-04-21,series-b,8000000
c:40211,f:2257,2010-04-21,series-a,39000000
c:40211,f:2220,2010-04-21,series-a,39000000
c:40211,f:2297,2010-04-21,series-a,39000000
c:40211,f:318,2010-04-21,series-a,39000000
c:39141,f:145,2006-09-27,venture,4300000
c:39141,f:716,2006-09-27,venture,4300000
c:39141,f:1701,2006-09-27,venture,4300000
c:39141,f:382,2006-09-27,venture,4300000
c:39141,f:28,2006-09-27,venture,4300000
c:46240,f:2814,2010-04-21,series-b,12000000
c:46240,f:3821,2010-04-21,series-b,12000000
c:46240,f:2482,2010-04-21,series-b,12000000
c:46240,f:2739,2010-04-21,series-b,12000000
c:37805,f:204,2006-10-24,series-c+,4000000
c:37805,f:192,2006-10-24,series-c+,4000000
c:37805,f:1854,2006-10-24,series-c+,4000000
c:11920,f:2657,2010-04-22,venture,4000000
c:11920,f:952,2010-04-22,venture,4000000
c:11920,f:509,2010-04-22,venture,4000000
c:46294,f:137,2010-04-22,series-c+,30000000
c:46294,f:86,2010-04-22,series-c+,30000000
c:46294,f:1059,2010-04-22,series-c+,30000000
c:46294,f:443,2010-04-22,series-c+,30000000
c:37237,f:1865,2010-04-22,series-a,10500000
c:46295,f:903,2010-04-22,series-a,2750000
c:20116,f:3439,2010-04-22,series-a,1284560
c:46320,f:2318,2010-04-22,venture,17163760
c:46320,f:1801,2010-04-22,venture,17163760
c:46320,f:837,2010-04-22,venture,17163760
c:46320,f:607,2010-04-22,venture,17163760
c:46320,f:367,2010-04-22,venture,17163760
c:46320,f:248,2010-04-22,venture,17163760
c:46320,f:5376,2010-04-22,venture,17163760
c:22413,f:519,2010-04-15,venture,16799998
c:22413,f:137,2010-04-15,venture,16799998
c:22413,f:23,2010-04-15,venture,16799998
c:27646,f:890,2006-09-07,series-a,3600000
c:46338,f:2805,2006-03-31,series-a,14000000
c:46338,f:1273,2006-03-31,series-a,14000000
c:42236,f:66,2006-05-17,venture,3000000
c:38062,f:1141,2006-11-02,series-b,10000000
c:38062,f:952,2006-11-02,series-b,10000000
c:25795,f:1801,2006-04-12,series-c+,10750000
c:25795,f:2253,2006-04-12,series-c+,10750000
c:25795,f:2739,2006-04-12,series-c+,10750000
c:25795,f:180,2006-04-12,series-c+,10750000
c:26576,f:1454,2007-05-26,series-a,1500000
c:46424,f:9121,2009-01-01,angel,0
c:46424,f:5175,2010-04-16,series-a,1150000
c:13645,f:1747,2006-06-14,venture,8000000
c:13645,f:1751,2006-06-14,venture,8000000
c:13645,f:4052,2006-06-14,venture,8000000
c:13645,f:316,2006-06-14,venture,8000000
c:13645,f:956,2006-06-14,venture,8000000
c:13645,f:88,2006-06-14,venture,8000000
c:13645,f:1748,2006-06-14,venture,8000000
c:13082,f:215,2006-04-28,series-a,2250000
c:45266,f:123,2010-04-26,series-b,6050000
c:45266,f:215,2010-04-26,series-b,6050000
c:46506,f:2739,2006-09-19,series-a,9000000
c:46506,f:1799,2006-09-19,series-a,9000000
c:46506,f:4725,2006-09-19,series-a,9000000
c:12348,f:1085,2010-04-26,series-a,4000000
c:12348,f:5928,2010-04-26,series-a,4000000
c:12348,f:446,2010-04-26,series-a,4000000
c:12348,f:737,2010-04-26,series-a,4000000
c:27479,f:137,2010-04-26,series-b,15000000
c:27479,f:1262,2010-04-26,series-b,15000000
c:23229,f:23,2010-11-09,series-b,11500000
c:23229,f:147,2010-11-09,series-b,11500000
c:21501,f:1333,2006-10-31,series-b,0
c:21501,f:4477,2006-10-31,series-b,0
c:21501,f:1482,2006-10-31,series-b,0
c:46621,f:5159,2006-04-25,series-c+,2000000
c:46635,f:583,2006-04-05,series-a,2500000
c:5644,f:116,2010-04-27,series-c+,2650000
c:5644,f:1924,2010-04-27,series-c+,2650000
c:10703,f:1399,2006-02-07,series-a,1720000
c:10703,f:1856,2006-02-07,series-a,1720000
c:10703,f:1855,2006-02-07,series-a,1720000
c:46700,f:809,2006-08-28,venture,4000000
c:46700,f:5222,2006-08-28,venture,4000000
c:46708,f:5228,2006-12-13,venture,3300000
c:46708,f:3884,2006-12-13,venture,3300000
c:46754,f:124,2010-04-28,series-b,6000000
c:46754,f:733,2010-04-28,series-b,6000000
c:46754,f:5234,2010-04-28,series-b,6000000
c:11118,f:488,2010-04-28,series-a,1600000
c:46844,f:5254,2010-03-24,private-equity,15000000
c:46844,f:1887,2010-03-24,private-equity,15000000
c:8583,f:94,2010-04-29,series-c+,14000000
c:8583,f:192,2010-04-29,series-c+,14000000
c:8583,f:1312,2010-04-29,series-c+,14000000
c:46862,f:719,2010-04-29,angel,1000000
c:46862,f:4497,2010-04-29,angel,1000000
c:18233,f:851,2010-04-26,venture,1000000
c:18233,f:62,2010-04-26,venture,1000000
c:18233,f:286,2010-04-26,venture,1000000
c:18233,f:1017,2010-04-26,venture,1000000
c:4235,f:1701,2010-04-28,series-b,7000000
c:25104,f:5256,2006-10-10,series-a,1130000
c:35480,f:3635,2006-07-25,venture,1100000
c:46894,f:573,2010-04-27,series-b,30000000
c:37001,f:1333,2007-04-16,angel,1000000
c:1067,f:89,2010-04-30,series-c+,5300000
c:1067,f:4171,2010-04-30,series-c+,5300000
c:1067,f:66,2010-04-30,series-c+,5300000
c:24028,f:4271,2006-03-01,venture,1000000
c:1424,f:45,2006-04-09,series-a,500000
c:47099,f:2688,2006-12-22,venture,1420000
c:47120,f:5233,2010-01-01,series-a,1500000
c:47125,f:2195,2010-05-03,venture,3307790
c:2735,f:1313,2010-05-03,series-c+,6550818
c:34522,f:1830,2010-05-13,angel,800000
c:47235,f:1,2010-10-07,series-a,6300000
c:47235,f:3127,2010-10-07,series-a,6300000
c:47257,f:5310,2010-04-27,series-b,40600000
c:47257,f:5311,2010-04-27,series-b,40600000
c:47257,f:5312,2010-04-27,series-b,40600000
c:15738,f:61,2010-04-28,series-a,1500000
c:15738,f:5233,2010-04-28,series-a,1500000
c:15738,f:5316,2010-04-28,series-a,1500000
c:15738,f:2053,2010-04-28,series-a,1500000
c:15738,f:1777,2010-04-28,series-a,1500000
c:15738,f:375,2010-04-28,series-a,1500000
c:15738,f:41,2010-04-28,series-a,1500000
c:20187,f:401,2010-04-28,series-a,2000000
c:20187,f:663,2010-04-28,series-a,2000000
c:20187,f:1138,2010-04-28,series-a,2000000
c:27163,f:137,2006-05-01,series-c+,38000000
c:27163,f:4386,2006-05-01,series-c+,38000000
c:27163,f:1295,2006-05-01,series-c+,38000000
c:27163,f:26,2006-05-01,series-c+,38000000
c:27163,f:733,2006-05-01,series-c+,38000000
c:27163,f:4565,2006-05-01,series-c+,38000000
c:2551,f:34,2010-06-21,venture,4000000
c:2551,f:4900,2010-06-21,venture,4000000
c:2551,f:5610,2010-06-21,venture,4000000
c:35419,f:5326,2010-05-02,venture,1000000
c:18529,f:621,2010-05-04,venture,5200000
c:18529,f:216,2010-05-04,venture,5200000
c:18529,f:529,2010-05-04,venture,5200000
c:18529,f:238,2010-05-04,venture,5200000
c:18529,f:5736,2010-05-04,venture,5200000
c:39944,f:1700,2010-05-06,angel,300000
c:47452,f:390,2010-04-20,venture,1326707
c:47458,f:5240,2010-05-05,series-c+,11000000
c:47458,f:883,2010-05-05,series-c+,11000000
c:47458,f:5153,2010-05-05,series-c+,11000000
c:47458,f:4511,2010-05-05,series-c+,11000000
c:47458,f:2533,2010-05-05,series-c+,11000000
c:42519,f:1349,2010-05-05,series-a,1500000
c:42519,f:1294,2010-05-05,series-a,1500000
c:17940,f:1618,2010-05-07,series-b,6000000
c:17940,f:147,2010-05-07,series-b,6000000
c:47596,f:11,2006-10-16,series-b,15000000
c:47596,f:1288,2006-10-16,series-b,15000000
c:47596,f:4418,2006-10-16,series-b,15000000
c:47596,f:1792,2006-10-16,series-b,15000000
c:28880,f:580,2006-07-20,series-c+,25000000
c:28880,f:1103,2006-07-20,series-c+,25000000
c:28880,f:1890,2006-07-20,series-c+,25000000
c:28880,f:133,2006-07-20,series-c+,25000000
c:28880,f:771,2006-07-20,series-c+,25000000
c:38916,f:892,2006-09-06,venture,25000000
c:38916,f:4402,2006-09-06,venture,25000000
c:38916,f:641,2006-09-06,venture,25000000
c:38916,f:1255,2006-09-06,venture,25000000
c:38916,f:5358,2006-09-06,venture,25000000
c:38916,f:2407,2006-09-06,venture,25000000
c:38916,f:3324,2006-09-06,venture,25000000
c:47627,f:2029,2007-01-22,series-c+,250000
c:47627,f:766,2007-01-22,series-c+,250000
c:47627,f:132,2007-01-22,series-c+,250000
c:47636,f:905,2007-11-26,angel,200000
c:47636,f:5364,2007-11-26,angel,200000
c:47641,f:2688,2007-11-06,venture,150000
c:16142,f:155,2010-05-17,series-c+,12000000
c:16142,f:36,2010-05-17,series-c+,12000000
c:16142,f:316,2010-05-17,series-c+,12000000
c:47690,f:316,2006-03-15,series-c+,22000000
c:47690,f:11,2006-03-15,series-c+,22000000
c:47690,f:24,2006-03-15,series-c+,22000000
c:44159,f:204,2006-06-19,venture,21800000
c:44159,f:837,2006-06-19,venture,21800000
c:44159,f:1890,2006-06-19,venture,21800000
c:44159,f:828,2006-06-19,venture,21800000
c:44159,f:130,2006-06-19,venture,21800000
c:44159,f:5375,2006-06-19,venture,21800000
c:47693,f:1964,2006-10-03,series-b,21000000
c:47693,f:1963,2006-10-03,series-b,21000000
c:47693,f:272,2006-10-03,series-b,21000000
c:47693,f:573,2006-10-03,series-b,21000000
c:47693,f:160,2006-10-03,series-b,21000000
c:47693,f:180,2006-10-03,series-b,21000000
c:11539,f:733,2010-05-11,series-a,2100000
c:24238,f:26,2010-05-11,series-b,12400000
c:24238,f:41,2010-05-11,series-b,12400000
c:24238,f:5384,2010-05-11,series-b,12400000
c:24238,f:1654,2010-05-11,series-b,12400000
c:24238,f:2641,2010-05-11,series-b,12400000
c:24238,f:563,2010-05-11,series-b,12400000
c:24238,f:856,2010-05-11,series-b,12400000
c:24238,f:2894,2010-05-11,series-b,12400000
c:47778,f:133,2006-11-01,series-c+,20000000
c:47778,f:129,2006-11-01,series-c+,20000000
c:47778,f:4094,2006-11-01,series-c+,20000000
c:47778,f:4905,2006-11-01,series-c+,20000000
c:17330,f:2732,2006-04-04,series-c+,20000000
c:17330,f:24,2006-04-04,series-c+,20000000
c:17330,f:61,2006-04-04,series-c+,20000000
c:17330,f:1666,2006-04-04,series-c+,20000000
c:17330,f:5354,2006-04-04,series-c+,20000000
c:25510,f:5385,2006-07-06,series-c+,20000000
c:25510,f:215,2006-07-06,series-c+,20000000
c:25510,f:83,2006-07-06,series-c+,20000000
c:25510,f:367,2006-07-06,series-c+,20000000
c:25510,f:269,2006-07-06,series-c+,20000000
c:25510,f:221,2006-07-06,series-c+,20000000
c:37713,f:189,2006-01-24,series-c+,20000000
c:37713,f:367,2006-01-24,series-c+,20000000
c:37713,f:1255,2006-01-24,series-c+,20000000
c:37690,f:1739,2006-01-18,venture,18700000
c:37690,f:333,2006-01-18,venture,18700000
c:37690,f:2619,2006-01-18,venture,18700000
c:37690,f:149,2006-01-18,venture,18700000
c:37690,f:1699,2006-01-18,venture,18700000
c:37690,f:1563,2006-01-18,venture,18700000
c:37690,f:484,2006-01-18,venture,18700000
c:37690,f:4019,2006-01-18,venture,18700000
c:23080,f:381,2010-05-12,series-b,12000000
c:23080,f:507,2010-05-12,series-b,12000000
c:23080,f:64,2010-05-12,series-b,12000000
c:23080,f:66,2010-05-12,series-b,12000000
c:33426,f:6434,2009-05-27,venture,15000000
c:33426,f:6435,2009-05-27,venture,15000000
c:47841,f:515,2007-04-10,series-c+,18000000
c:47841,f:252,2007-04-10,series-c+,18000000
c:47841,f:1404,2007-04-10,series-c+,18000000
c:6383,f:83,2006-08-29,venture,18000000
c:6383,f:46,2006-08-29,venture,18000000
c:6383,f:5017,2006-08-29,venture,18000000
c:47846,f:316,2006-04-17,series-c+,18000000
c:16744,f:1059,2006-10-13,venture,16000000
c:16744,f:5391,2006-10-13,venture,16000000
c:16744,f:1132,2006-10-13,venture,16000000
c:27113,f:137,2010-05-13,series-a,5000000
c:27113,f:29,2010-05-13,series-a,5000000
c:1579,f:3628,2010-05-14,series-c+,35000000
c:1579,f:286,2010-05-14,series-c+,35000000
c:17672,f:1785,2010-05-11,venture,8707727
c:17672,f:1031,2010-05-11,venture,8707727
c:17672,f:70,2010-05-11,venture,8707727
c:17672,f:334,2010-05-11,venture,8707727
c:17672,f:314,2010-05-11,venture,8707727
c:17672,f:160,2010-05-11,venture,8707727
c:16582,f:12,2006-07-05,series-c+,14800000
c:16582,f:562,2006-07-05,series-c+,14800000
c:12099,f:533,2010-04-23,venture,3000000
c:37676,f:1699,2006-05-16,series-b,14000000
c:37676,f:26,2006-05-16,series-b,14000000
c:37676,f:70,2006-05-16,series-b,14000000
c:37676,f:69,2006-05-16,series-b,14000000
c:37676,f:4058,2006-05-16,series-b,14000000
c:48056,f:2322,2006-01-24,series-c+,14000000
c:48056,f:2417,2006-01-24,series-c+,14000000
c:17457,f:1379,2006-01-31,series-b,13000000
c:17457,f:48,2006-01-31,series-b,13000000
c:17457,f:1,2006-01-31,series-b,13000000
c:17457,f:92,2006-01-31,series-b,13000000
c:13928,f:3401,2006-03-30,series-b,12500000
c:13928,f:316,2006-03-30,series-b,12500000
c:25511,f:1059,2006-10-26,series-c+,12000000
c:25511,f:1255,2006-10-26,series-c+,12000000
c:25511,f:452,2006-10-26,series-c+,12000000
c:48210,f:951,2006-01-12,series-a,12000000
c:48210,f:650,2006-01-12,series-a,12000000
c:48210,f:2001,2006-01-12,series-a,12000000
c:48210,f:397,2006-01-12,series-a,12000000
c:48210,f:5426,2006-01-12,series-a,12000000
c:48210,f:1306,2006-01-12,series-a,12000000
c:48235,f:799,2006-06-29,series-c+,12000000
c:48235,f:24,2006-06-29,series-c+,12000000
c:48235,f:41,2006-06-29,series-c+,12000000
c:48235,f:11,2006-06-29,series-c+,12000000
c:45395,f:2101,2010-12-01,series-a,2000000
c:45395,f:7225,2010-12-01,series-a,2000000
c:45395,f:7881,2010-12-01,series-a,2000000
c:40397,f:61,2010-05-18,series-b,10000000
c:40397,f:4,2010-05-18,series-b,10000000
c:40397,f:243,2010-05-18,series-b,10000000
c:6314,f:130,2010-05-20,series-c+,150000000
c:6314,f:563,2010-05-20,series-c+,150000000
c:6314,f:26,2010-05-20,series-c+,150000000
c:6314,f:4689,2010-05-20,series-c+,150000000
c:23794,f:116,2010-05-20,venture,10000000
c:23794,f:2604,2010-05-20,venture,10000000
