c_id
c:10012
c:1006
c:10062
c:10092
c:101
c:10104
c:10116
c:10153
c:10154
c:10169
c:10175
c:101859
c:10194
c:1021
c:1022
c:102413
c:102898
c:102922
c:102933
c:10308
c:103204
c:10378
c:10398
c:10407
c:104481
c:1045
c:104788
c:1048
c:104846
c:1049
c:105004
c:105005
c:10502
c:10519
c:10547
c:1060
c:10610
c:106349
c:10637
c:10640
c:10643
c:106601
c:10684
c:1074
c:10751
c:10772
c:10807
c:1081
c:10857
c:10873
c:10913
c:10923
c:10930
c:10956
c:10969
c:11033
c:11065
c:11073
c:11193
c:112
c:1120
c:112052
c:1127
c:11291
c:11332
c:11397
c:11422
c:11424
c:1148
c:11498
c:1151
c:116
c:11613
c:11623
c:11628
c:116428
c:11648
c:116637
c:1172
c:1174
c:11777
c:117865
c:1179
c:11806
c:11815
c:11817
c:11818
c:118418
c:118573
c:11881
c:1189
c:119291
c:11937
c:11966
c:11996
c:120
c:12020
c:1205
c:12069
c:12073
c:12079
c:12094
c:12099
c:12116
c:1212
c:12150
c:12170
c:12177
c:12179
c:12188
c:122
c:12203
c:1221
c:12224
c:12249
c:12253
c:1226
c:12269
c:12277
c:12329
c:12337
c:12341
c:12347
c:123614
c:12378
c:1241
c:12444
c:125
c:12512
c:1253
c:12610
c:12620
c:12630
c:12636
c:12711
c:12747
c:12783
c:12785
c:127903
c:12830
c:12831
c:1284
c:1286
c:12873
c:1292
c:1293
c:13006
c:13049
c:1305
c:13083
c:13085
c:131124
c:13128
c:13141
c:13149
c:1315
c:131583
c:13162
c:1318
c:13215
c:13241
c:13274
c:13277
c:13290
c:1331
c:13358
c:13410
c:1342
c:134280
c:13504
c:13512
c:13544
c:13567
c:135673
c:136461
c:136632
c:137018
c:13714
c:137274
c:13733
c:137664
c:13801
c:13813
c:13841
c:138526
c:138814
c:1389
c:13894
c:139
c:1391
c:139198
c:13921
c:13923
c:139370
c:139453
c:139463
c:139729
c:13982
c:139874
c:139960
c:140039
c:14022
c:14028
c:1403
c:140368
c:140369
c:14038
c:14050
c:14063
c:140734
c:14084
c:141141
c:141292
c:141357
c:141586
c:1416
c:14171
c:141752
c:141792
c:141854
c:141859
c:141884
c:141938
c:141999
c:142085
c:142136
c:14219
c:142326
c:142596
c:1426
c:142777
c:14289
c:142955
c:143091
c:143192
c:143214
c:14327
c:143370
c:14345
c:143616
c:14375
c:143839
c:144205
c:144229
c:144236
c:1443
c:144300
c:1445
c:14460
c:144611
c:144616
c:144631
c:144687
c:144720
c:144825
c:14483
c:1449
c:14502
c:145168
c:145279
c:145308
c:145783
c:145862
c:1459
c:145903
c:146158
c:14655
c:146582
c:146596
c:146600
c:146643
c:14666
c:146793
c:146935
c:146942
c:147
c:1470
c:1471
c:147111
c:147193
c:147236
c:147285
c:147358
c:147529
c:14774
c:14779
c:147838
c:147866
c:147870
c:14791
c:148026
c:148037
c:14813
c:148284
c:148352
c:148439
c:148485
c:148566
c:148639
c:148719
c:149099
c:149150
c:149220
c:149279
c:149302
c:14960
c:1497
c:149911
c:14993
c:14995
c:15023
c:150332
c:150373
c:15041
c:150486
c:1505
c:150577
c:150627
c:150644
c:15073
