invested_id,investor_id,date,round,amount
c:15400,p:618,2008-04-01,series-a,3200000
c:15405,p:25108,2008-12-16,series-c+,7000000
c:15405,p:170671,2008-12-16,series-c+,7000000
c:15405,p:25108,2009-11-24,series-c+,19000000
c:15405,p:170671,2009-11-24,series-c+,19000000
c:9835,p:18479,2008-12-16,angel,1000000
c:9835,p:1235,2008-12-16,angel,1000000
c:9835,p:1236,2008-12-16,angel,1000000
c:9835,p:1237,2008-12-16,angel,1000000
c:9835,p:33665,2008-12-16,angel,1000000
c:9835,p:7446,2008-12-16,angel,1000000
c:9835,p:4452,2008-12-16,angel,1000000
c:9835,p:2198,2008-12-16,angel,1000000
c:9835,p:8137,2008-12-16,angel,1000000
c:9835,p:2904,2008-12-16,angel,1000000
c:9835,p:103,2008-12-16,angel,1000000
c:9835,p:101,2008-12-16,angel,1000000
c:9835,p:38191,2008-12-16,angel,1000000
c:9835,p:38192,2008-12-16,angel,1000000
c:9835,p:27652,2008-12-16,angel,1000000
c:9835,p:1190,2008-12-16,angel,1000000
c:9835,p:44969,2008-12-16,angel,1000000
c:7493,p:2693,2008-12-01,angel,725000
c:7493,p:2701,2008-12-01,angel,725000
c:7493,p:8419,2008-12-01,angel,725000
c:7493,p:25526,2008-12-01,angel,725000
c:7493,p:25527,2008-12-01,angel,725000
c:7493,p:25528,2008-12-01,angel,725000
c:7493,p:18479,2008-12-01,angel,725000
c:7493,p:745,2008-12-01,angel,725000
c:7493,p:450,2008-12-01,angel,725000
c:16189,p:25935,2007-03-07,series-c+,17000000
c:5,p:3789,2008-03-27,series-c+,60000000
c:17656,p:526,2006-10-17,series-a,20000000
c:17656,p:7572,2006-10-17,series-a,20000000
c:17656,p:41862,2006-10-17,series-a,20000000
c:18070,p:49792,2009-01-30,series-a,7500000
c:11418,p:18567,2009-02-09,series-a,4200000
c:2638,p:2972,2009-02-11,series-b,12000000
c:12179,p:28659,2009-02-17,series-b,2000000
c:18959,p:125,2009-03-24,series-a,5750000
c:18959,p:1530,2009-03-24,series-a,5750000
c:18959,p:8977,2009-03-24,series-a,5750000
c:19277,p:379,2009-02-25,series-a,2000000
c:19277,p:29158,2009-02-25,series-a,2000000
c:20309,p:7554,2009-03-16,angel,1250000
c:20309,p:43044,2009-03-16,angel,1250000
c:20447,p:11541,2009-03-11,series-a,10000000
c:20637,p:7572,2009-04-16,series-a,1000000
c:20637,p:125,2009-04-16,series-a,1000000
c:20637,p:2603,2009-04-16,series-a,1000000
c:20637,p:9021,2009-04-16,series-a,1000000
c:20637,p:212057,2009-04-16,series-a,1000000
c:20637,p:2198,2009-04-16,series-a,1000000
c:7998,p:450,2009-03-30,series-a,2000000
c:7998,p:125,2009-03-30,series-a,2000000
c:7998,p:7673,2009-03-30,series-a,2000000
c:7998,p:7667,2009-03-30,series-a,2000000
c:7998,p:9138,2009-03-30,series-a,2000000
c:7998,p:8065,2009-03-30,series-a,2000000
c:7998,p:7554,2009-03-30,series-a,2000000
c:7998,p:1190,2009-03-30,series-a,2000000
c:7998,p:2604,2009-03-30,series-a,2000000
c:1390,p:3222,2009-04-06,series-c+,42000000
c:1390,p:1390,2009-04-06,series-c+,42000000
c:1390,p:3996,2009-04-06,series-c+,42000000
c:1390,p:3997,2009-04-06,series-c+,42000000
c:5910,p:148,2009-04-01,series-a,2500000
c:5910,p:17053,2009-04-01,series-a,2500000
c:4538,p:36165,2009-05-19,series-a,800000
c:3638,p:148,2009-05-21,series-c+,2700000
c:15847,p:12320,2008-05-15,series-b,7000000
c:35,p:3619,2009-05-26,series-c+,10000000
c:23588,p:1651,2008-12-01,series-b,11000000
