acquired_id,acquiring_id,price_amount
c:171028,c:31516,0.0
c:171191,c:171192,4900.0
c:17191,c:851,20000000.0
c:17219,c:24864,0.0
c:1722,c:1242,50000000.0
c:172467,c:85143,0.0
c:172783,c:20,0.0
c:172843,c:6736,750000.0
c:172845,c:6736,1250000.0
c:173167,c:59155,468400000.0
c:17332,c:12011,90000000.0
c:17333,c:14098,0.0
c:17335,c:479,0.0
c:173526,c:154163,0.0
c:173610,c:285250,0.0
c:173925,c:173929,0.0
c:173926,c:173929,350000000.0
c:17431,c:17124,178000000.0
c:17433,c:2898,0.0
c:17459,c:35042,4000000.0
c:17464,c:17465,0.0
c:17467,c:323,0.0
c:17518,c:17519,92700000.0
c:17524,c:17525,0.0
c:17532,c:17533,70000000.0
c:175322,c:175324,0.0
c:17567,c:38729,2500000.0
c:17619,c:53058,10000000.0
c:17634,c:70298,120000000.0
c:17645,c:565,35000000.0
c:17656,c:17655,255000000.0
c:17660,c:323,210000000.0
c:17673,c:2680,0.0
c:17682,c:17683,2500000.0
c:17717,c:17718,0.0
c:1775,c:25998,77000000.0
c:177734,c:160718,0.0
c:17795,c:17731,47000000.0
c:177978,c:18293,1000000.0
c:177979,c:18293,5100000.0
c:17798,c:17799,238000000.0
c:17818,c:2680,0.0
c:1782,c:317,110000000.0
c:17833,c:59,0.0
c:17847,c:14236,350000000.0
c:17851,c:11082,210000000.0
c:17863,c:30553,1200000000.0
c:178693,c:18193,1300000000.0
c:17879,c:1915,0.0
c:17880,c:12374,0.0
c:178830,c:12488,7600000.0
c:17887,c:17124,35000000.0
c:17888,c:283,0.0
c:17889,c:17890,0.0
c:179162,c:157165,100000.0
c:179262,c:40670,8000000.0
c:17948,c:15436,0.0
c:18,c:1654,80000000.0
c:180208,c:4387,0.0
c:18057,c:18058,273600000.0
c:180663,c:18657,0.0
c:18077,c:6651,295000000.0
c:18097,c:18098,0.0
c:18121,c:52578,475000000.0
c:181809,c:44847,0.0
c:181942,c:41657,0.0
c:181943,c:41657,0.0
c:18200,c:40491,604000000.0
c:1832,c:59,80000000.0
c:1834,c:1735,61000000.0
c:1835,c:7312,0.0
c:18363,c:18362,166000000.0
c:183722,c:186655,0.0
c:18439,c:71686,0.0
c:184561,c:184438,200.0
c:184585,c:49337,0.0
c:184683,c:184684,0.0
c:185047,c:185048,1700000.0
c:1853,c:966,0.0
c:186356,c:186357,0.0
c:186682,c:70441,0.0
c:18685,c:14963,40000000.0
c:186915,c:13916,0.0
c:187097,c:187703,0.0
c:187407,c:187408,0.0
c:187602,c:108,36000000.0
c:18767,c:18770,0.0
c:18768,c:18770,0.0
c:18769,c:18770,0.0
c:187914,c:185269,0.0
c:188295,c:189773,0.0
c:188510,c:188511,0.0
c:188623,c:188624,0.0
c:188832,c:188833,50000.0
c:18962,c:3396,20000000.0
c:189866,c:29411,13500000.0
c:19,c:7433,39000000.0
c:19007,c:15299,42000000.0
c:191236,c:72361,35000000.0
c:191806,c:82951,0.0
c:191970,c:191971,2000000.0
c:1922,c:1972,250000000.0
c:19234,c:3275,327000000.0
c:1927,c:317,250000000.0
c:193153,c:193166,200000.0
c:19325,c:142169,0.0
c:193600,c:160789,0.0
c:195858,c:195859,100000.0
c:195881,c:1385,300000000.0
c:195920,c:195921,420000.0
c:197,c:647,0.0
c:197014,c:197015,0.0
c:19785,c:19786,10000.0
c:198069,c:157985,54800000.0
c:198266,c:198267,10000.0
c:198370,c:235273,550000000.0
c:19877,c:39269,12800000.0
c:199137,c:25380,100000000.0
c:19947,c:140255,30000000.0
c:19998,c:14139,0.0
c:20050,c:23339,1000000000.0
c:20148,c:584,10000000.0
c:202131,c:267301,12500000.0
c:20310,c:2644,15000000.0
c:20313,c:70791,0.0
c:2037,c:31522,3500000.0
c:20395,c:17731,140000000.0
c:20442,c:2680,1500000000.0
c:20445,c:20382,0.0
c:20451,c:45324,60000000.0
c:2046,c:351,0.0
c:20461,c:922,0.0
c:20461,c:3447,0.0
c:20462,c:3658,15700000.0
c:2047,c:2042,0.0
c:2048,c:2042,0.0
c:20488,c:57727,0.0
c:20506,c:33654,800000000.0
c:20559,c:5,60000000.0
c:20600,c:20601,0.0
c:20672,c:13228,1400000.0
c:20679,c:829,2000000.0
c:207132,c:172412,0.0
c:208167,c:224962,130000000.0
c:209556,c:262387,0.0
c:2101,c:1336,65000000.0
c:21041,c:23422,242000000.0
c:21061,c:590,0.0
c:2108,c:2050,0.0
c:210911,c:163,30000000.0
c:210969,c:19181,305000000.0
c:211057,c:211162,0.0
c:21121,c:3524,15000000.0
c:2119,c:475,91400000.0
c:213158,c:188624,0.0
c:21473,c:2537,170000000.0
c:215,c:212,25000000.0
c:215029,c:215031,6600000.0
c:215030,c:215031,7590000.0
c:21529,c:8123,0.0
c:2155,c:20,415000000.0
c:2155,c:670,0.0
c:21559,c:59,130000000.0
c:2156,c:29580,74400000.0
c:21663,c:25445,0.0
c:21695,c:21696,50000.0
c:21716,c:59,0.0
c:2195,c:5548,1100000000.0
c:219577,c:68187,150000000.0
c:22057,c:4010,50000000.0
c:22103,c:15456,10000.0
c:22116,c:22119,12000.0
c:2221,c:113,50000000.0
c:222509,c:222510,0.0
c:22251,c:168632,0.0
c:2226,c:1972,326000000.0
c:22291,c:28,28000000.0
c:22293,c:323,32000000.0
c:223610,c:52578,310000000.0
c:2250,c:629,20000000.0
c:2253,c:489,0.0
c:226003,c:241484,0.0
c:226030,c:601,11000000.0
c:22715,c:28,99000000.0
c:22721,c:1790,50000000.0
c:227358,c:36675,0.0
c:22764,c:22767,34300000.0
c:22768,c:5,2500000.0
c:22796,c:5473,157000000.0
c:22899,c:16259,85000000.0
c:22960,c:22961,0.0
c:22992,c:48411,238800000.0
c:22999,c:47426,274000000.0
c:230055,c:230056,0.0
c:23011,c:35902,0.0
c:23052,c:29929,270000000.0
c:23073,c:23077,7400000000.0
c:23078,c:23079,10000000.0
c:23081,c:23082,0.0
c:23098,c:28415,59000000.0
c:231115,c:63570,286000000.0
c:23177,c:23176,0.0
c:23179,c:23178,0.0
c:2318,c:2312,0.0
c:23241,c:23241,160000000.0
c:2332,c:25,10000000000.0
c:23404,c:13816,0.0
c:23521,c:199355,121000000.0
c:235780,c:25818,29000000.0
c:235989,c:150840,0.0
c:23611,c:26353,0.0
c:236153,c:221602,2440000000.0
c:236294,c:35399,0.0
c:236401,c:236402,2278750.0
c:2372,c:1242,500000000.0
c:23770,c:23771,0.0
c:23796,c:23797,0.0
c:239,c:235,151000000.0
c:23911,c:34650,200000000.0
c:23930,c:23934,0.0
c:23963,c:59,160000000.0
c:24091,c:71,884000000.0
c:2410,c:29,164000000.0
c:2412,c:1972,0.0
c:241399,c:241400,0.0
c:24147,c:13246,400000000.0
c:24147,c:28351,260000000.0
c:24172,c:622,372000000.0
c:242649,c:242649,1858.0
c:24295,c:5208,367000000.0
c:24368,c:24371,35120000.0
c:24369,c:24371,0.0
c:243706,c:15273,34000000.0
c:24415,c:20769,0.0
c:24596,c:24597,4800000.0
c:24598,c:1360,8000000.0
c:246132,c:102836,0.0
c:246241,c:247902,4860000.0
c:24727,c:31588,800000000.0
c:24863,c:24864,643000000.0
c:24877,c:24879,251000000.0
c:24879,c:17124,3700000000.0
c:24986,c:32435,0.0
c:2502,c:1385,500000000.0
c:25022,c:6012,0.0
c:25024,c:5722,55000000.0
c:2506,c:355,10200000000.0
c:251266,c:185523,60.0
c:25307,c:42590,0.0
c:25307,c:150328,0.0
c:25324,c:67598,111000000.0
c:25438,c:25437,107000000.0
c:254996,c:5744,375000000.0
c:25651,c:25652,7000000.0
c:25666,c:25667,21000000.0
c:256779,c:256780,7000000.0
c:25712,c:13529,50000000.0
c:25723,c:21442,0.0
c:257651,c:246335,19000.0
c:257652,c:246335,18000.0
c:257653,c:246335,19800.0
c:257665,c:246335,19600.0
c:257666,c:246335,23987.0
c:257667,c:246335,22879.0
c:257668,c:246335,34567.0
c:257669,c:246335,98567.0
c:25772,c:29414,10000000.0
c:25775,c:7060,5750000000.0
c:25778,c:25780,14500000.0
c:25790,c:2680,685000000.0
c:257917,c:246335,12567.0
c:257918,c:246335,21345.0
c:257919,c:246335,21345.0
c:257920,c:246335,12654.0
c:257921,c:246335,12765.0
c:257935,c:246335,12546.0
c:257936,c:246335,13234.0
c:257937,c:246335,23432.0
c:25794,c:25790,14000000.0
c:257949,c:246335,23432.0
c:257950,c:246335,213456.0
c:257955,c:246335,2345.0
c:257956,c:246335,5434.0
c:257957,c:246335,12765.0
c:257958,c:246335,10000.0
c:257960,c:246335,131456.0
c:257961,c:246335,10000.0
c:257963,c:246335,12900.0
c:257964,c:246335,2500.0
c:257967,c:246335,5000.0
c:257969,c:246335,25000.0
c:257970,c:246335,5000.0
c:257980,c:246335,12000.0
c:257983,c:246335,5000.0
c:257984,c:246335,10000.0
c:257985,c:246335,5000.0
c:257986,c:246335,11000.0
c:257987,c:246335,15000.0
c:257988,c:246335,2500.0
c:257989,c:246335,10000.0
c:257990,c:246335,1000.0
c:257991,c:246335,1000.0
c:257992,c:246335,1000.0
c:257993,c:246335,1000.0
c:257994,c:246335,5000.0
c:257995,c:246335,5000.0
c:257997,c:246335,12000.0
c:258000,c:246335,5000.0
c:258011,c:246335,24900.0
c:258012,c:246335,23000.0
c:258013,c:246335,12000.0
c:258014,c:246335,2798.0
c:258015,c:246335,2500.0
c:258017,c:246335,12000.0
c:258018,c:246335,3200.0
c:258019,c:246335,1200.0
c:258020,c:246335,10000.0
c:258021,c:246335,25000.0
c:258022,c:246335,2100.0
c:258023,c:246335,12900.0
c:258024,c:246335,10000.0
c:258025,c:246335,10000.0
c:258026,c:246335,1659.0
c:258027,c:246335,21000.0
c:258036,c:246335,12000.0
c:258037,c:246335,5000.0
c:258038,c:246335,2500.0
c:258039,c:246335,2500.0
c:258040,c:246335,1200.0
c:258041,c:246335,1200.0
c:258042,c:246335,1200.0
c:258043,c:246335,1659.0
c:258044,c:246335,2100.0
c:258045,c:246335,1200.0
c:258046,c:246335,1200.0
c:258047,c:246335,25000.0
c:258048,c:246335,1200.0
c:258049,c:246335,12000.0
c:258050,c:246335,1200.0
c:258051,c:246335,1200.0
c:258052,c:246335,1200.0
c:258053,c:246335,1289.0
c:258054,c:246335,2980.0
c:258055,c:246335,1200.0
c:258056,c:246335,1200.0
c:258057,c:246335,1200.0
c:258058,c:246335,19000.0
c:258059,c:246335,1500.0
c:25806,c:25807,0.0
c:258060,c:246335,1900.0
c:258061,c:246335,10000.0
c:258065,c:246335,2100.0
c:258066,c:246335,5000.0
c:258067,c:246335,21456.0
c:258068,c:246335,12000.0
c:258069,c:246335,1299.0
c:258070,c:246335,9000.0
c:258071,c:246335,6700.0
c:258072,c:246335,1000.0
c:25815,c:5663,3600000000.0
c:25874,c:1388,0.0
c:2593,c:1438,2600000.0
c:259312,c:36710,3500000.0
c:26158,c:851,1300000000.0
c:261911,c:261912,886000000.0
c:261974,c:73036,2000000.0
c:262308,c:200926,152000000.0
c:26246,c:25818,63230000.0
c:26265,c:26266,24820000.0
c:26269,c:26270,7500000.0
c:26330,c:3320,370000000.0
c:263552,c:15016,16000000.0
c:26361,c:28,105000000.0
c:26387,c:26388,565000000.0
c:26387,c:85578,82000000.0
c:26388,c:17066,2000000000.0
c:26415,c:25248,268000000.0
c:2644,c:4804,323000000.0
c:26453,c:26452,50000000.0
c:26455,c:26454,60500000.0
c:26475,c:14963,85000000.0
c:26490,c:12390,133000000.0
c:26490,c:8750,152000000.0
c:264923,c:63311,0.0
c:26501,c:26500,170000000.0
c:265120,c:6760,675000000.0
c:26553,c:14900,35000000.0
c:26565,c:59071,78000000.0
c:26573,c:2334,20000000.0
c:26611,c:10106,0.0
c:26685,c:5722,400000000.0
c:26687,c:36087,180000000.0
c:26703,c:15142,55000000.0
c:26710,c:28,450000000.0
c:267208,c:268216,0.0
c:26729,c:50410,375000000.0
c:26732,c:323,56000000.0
c:26738,c:27318,552000000.0
c:26744,c:17218,300000000.0
c:26746,c:27320,100000000.0
c:2676,c:1242,25000000.0
c:26774,c:6676,53000000.0
c:26782,c:63963,50000000.0
c:26851,c:212,1059000000.0
c:2686,c:45,0.0
c:26933,c:26934,18000000.0
c:26939,c:26940,18000000.0
c:270070,c:82304,1350000000.0
c:270108,c:270103,2170000000.0
c:270159,c:11391,260000000.0
c:270237,c:67716,600000000.0
c:270581,c:270583,0.0
c:270582,c:270583,0.0
c:27087,c:10614,0.0
c:27090,c:10614,0.0
c:270923,c:30511,0.0
c:271566,c:271559,57500000.0
c:271577,c:271575,180000000.0
c:27167,c:60372,0.0
c:271682,c:271678,75000000.0
c:271692,c:159820,3000000.0
c:271697,c:156572,0.0
c:271820,c:65680,30000000.0
c:272329,c:224367,0.0
c:272359,c:85736,2400000000.0
c:272565,c:155904,0.0
c:2731,c:29,850000000.0
c:273107,c:21154,191000000.0
c:273464,c:236444,36000000.0
c:274002,c:26502,151000000.0
c:27414,c:26486,0.0
c:27428,c:27427,0.0
c:274346,c:274345,388800000.0
c:27487,c:27488,38750000.0
c:2751,c:1197,121000000.0
c:275137,c:275136,56400000.0
c:275145,c:275144,24750000.0
c:275376,c:186511,540000.0
c:275459,c:26797,190000000.0
c:27581,c:27579,0.0
c:27596,c:27597,0.0
c:276603,c:277018,5700000000.0
c:27672,c:355,0.0
c:27714,c:352,20000000.0
c:27722,c:621,130000000.0
c:277231,c:277233,170000000.0
c:277242,c:277241,8600000.0
c:277631,c:277632,0.0
c:27887,c:230056,0.0
c:2793,c:191,0.0
c:279503,c:279505,500000.0
c:280833,c:24982,200000000.0
c:28106,c:4053,70000000.0
c:28124,c:28122,39100000.0
c:281390,c:271678,21000000.0
c:281587,c:24098,0.0
c:281676,c:281680,0.0
c:281677,c:281680,0.0
c:281678,c:281680,0.0
c:281679,c:281680,0.0
c:28248,c:28250,40000000.0
c:282650,c:164533,0.0
c:28303,c:25790,11000000.0
c:283108,c:166610,0.0
c:283148,c:16259,200000000.0
c:28342,c:30060,183500000.0
c:28358,c:28357,1500000000.0
c:28375,c:28373,770000000.0
c:28378,c:15785,2100000000.0
c:284314,c:38060,2600000000.0
c:284341,c:152467,10000000.0
c:285024,c:285032,34000000.0
c:285337,c:220209,600000000.0
c:285385,c:230880,3500000000.0
c:28560,c:28561,250000.0
c:285969,c:285968,2500000000.0
c:285995,c:267859,222000000.0
c:286176,c:227620,52400000.0
c:28793,c:1611,80000000.0
c:2889,c:1071,28000000.0
c:2901,c:16557,0.0
c:29307,c:29306,34670000.0
c:29312,c:14236,0.0
c:29313,c:29311,66480000.0
c:29326,c:29324,150000000.0
c:29357,c:29356,14000000.0
c:29416,c:29414,19300000.0
c:29450,c:5182,34000000.0
c:29477,c:2175,90000000.0
c:2964,c:475,10000000.0
c:29693,c:67708,228000000.0
c:29904,c:9049,0.0
c:30,c:1242,100000000.0
c:30046,c:20712,9400000.0
c:30284,c:85587,1200000000.0
c:30309,c:13916,0.0
c:30483,c:58154,0.0
c:30523,c:30522,0.0
c:30586,c:26486,0.0
c:30596,c:30595,34000000.0
c:30598,c:30597,0.0
c:306,c:307,0.0
c:30600,c:30599,0.0
c:30635,c:48483,25000000.0
c:30648,c:2758,25600000.0
c:3080,c:14745,3125000.0
c:3081,c:650,100000000.0
c:30923,c:213354,8500000000.0
c:30924,c:4967,28000000.0
c:30925,c:71,0.0
c:30928,c:30927,2500000.0
c:30954,c:20,215000000.0
c:30963,c:30962,310000.0
c:30967,c:10475,215000000.0
c:30970,c:30969,16300000.0
c:30987,c:28263,0.0
c:3102,c:3104,500000000.0
c:31066,c:31065,7000000.0
c:3107,c:5708,12000000.0
c:31079,c:176,4989000.0
c:31105,c:47521,200000.0
c:31176,c:15161,195000000.0
c:31179,c:32127,650000000.0
c:31233,c:31232,430000000.0
c:3134,c:59,4900000.0
c:31385,c:5663,57000000.0
c:314,c:318,0.0
c:31559,c:148832,66200000.0
c:31596,c:31597,21650000.0
c:3168,c:26521,0.0
c:31710,c:53654,4200000000.0
c:31777,c:34650,66000000.0
c:3180,c:25597,3500000.0
c:31832,c:23339,380000000.0
c:31838,c:31837,0.0
c:31840,c:31839,332500000.0
c:31850,c:27384,9300000.0
c:31921,c:28357,2200000000.0
c:31976,c:65077,0.0
c:32,c:5473,102000000.0
c:32021,c:32020,36700000.0
c:32044,c:81452,0.0
c:32128,c:23339,420000000.0
c:3213,c:851,400000000.0
c:32165,c:12185,6200000000.0
c:32168,c:59,0.0
c:3218,c:1242,6400000000.0
c:32183,c:2602,3900000000.0
c:3223,c:59,15000000.0
c:32390,c:273012,1600000000.0
c:32417,c:32418,20000000.0
c:32432,c:27549,195000000.0
c:32479,c:32483,2000000.0
c:32496,c:5473,300000000.0
c:32505,c:6623,2600000.0
c:32514,c:32510,14300000.0
c:32541,c:142591,0.0
c:32730,c:71471,0.0
c:32778,c:12137,2300000000.0
c:32783,c:16591,60600000.0
c:32864,c:32867,673000000.0
c:3290,c:78502,0.0
c:32939,c:28385,9500000.0
c:32950,c:32951,18000000.0
c:32951,c:355,1180000000.0
c:32957,c:32944,73400000.0
c:3306,c:3307,0.0
c:3315,c:3316,800000000.0
c:332,c:330,0.0
c:333,c:20,1500000000.0
c:33309,c:152759,0.0
c:33416,c:12,80000000.0
c:33464,c:22309,23000000.0
c:33472,c:12185,3700000000.0
c:335,c:29025,100000000.0
c:33564,c:674,28000000.0
c:33598,c:33597,30000000.0
c:336,c:29,90000000.0
c:33602,c:33604,81000000.0
c:33634,c:840,13300000.0
c:33636,c:33635,100000000.0
c:33639,c:5097,3000000.0
c:33640,c:1727,160000000.0
c:33684,c:33676,230000000.0
c:33685,c:37093,640000000.0
c:33792,c:32418,172000000.0
c:33795,c:26940,126000000.0
c:33796,c:31859,0.0
c:3383,c:2720,78000000.0
c:33842,c:33843,0.0
c:33869,c:18081,0.0
c:33886,c:13779,497000000.0
c:33915,c:28,2900000000.0
c:33949,c:1972,50000000.0
c:33986,c:7945,334000000.0
c:34063,c:32542,33000000.0
c:34097,c:570,35000000.0
c:341,c:342,350000000.0
c:3413,c:1972,31000000.0
c:34188,c:3827,831000000.0
c:34222,c:30503,1500000.0
c:34224,c:2456,170000000.0
c:34363,c:34362,31800000.0
c:34545,c:153484,35000000.0
c:34549,c:5,10000000.0
c:3455,c:14011,0.0
c:3462,c:8132,12500000.0
c:347,c:24,5000000.0
c:348,c:349,13000000.0
c:34951,c:1360,287500000.0
c:3508,c:176,119000000.0
c:35104,c:35105,643000000.0
c:35172,c:391,107000.0
c:35375,c:12422,110000000.0
c:35381,c:3864,360000000.0
c:35403,c:20211,95000000.0
c:35511,c:2989,405000000.0
c:35663,c:35663,11500000.0
c:35664,c:35663,11500000.0
c:35887,c:17124,123000000.0
c:35904,c:26802,0.0
c:35996,c:5473,22500000.0
c:36008,c:21287,0.0
c:36059,c:24864,150000000.0
c:36074,c:36072,41000000.0
c:3610,c:3320,410000000.0
c:36215,c:24597,39000000.0
c:363,c:3147,0.0
c:36315,c:36312,0.0
c:36325,c:42416,0.0
c:3649,c:12374,139000000.0
c:36585,c:79815,34000000.0
c:36656,c:26977,200000000.0
c:36666,c:36665,23500000.0
c:36703,c:36704,525000000.0
c:36718,c:5274,0.0
c:36796,c:36871,0.0
c:36798,c:6277,64000000.0
