id,name,normalized_name,founded_at
f:11794,RAISE,raise,
f:11797,Capital Group Communications,group communications,
f:11798,Gerbera Capital,gerbera,
f:11799,Mexico Ventures,mexico ventures,
f:118,ARTIS Ventures,artis ventures,1995-01-01
f:11800,Omnex Group,omnex group,
f:11801,Western Union Payment Services,western union payment services,
f:11802,Online Resources,online resources,
f:11803,Spectrum EBP,spectrum ebp,
f:11804,Brandenburg Capital,brandenburg,
f:11805,Evergreen Investments,evergreen investments,
f:11806,Tufton Capital Ltd.,tuftonltd,
f:11807,Raptor Capital Management,raptormanagement,
f:11808,"Donaldson, Lufkin, & Jenrette",donaldson lufkin jenrette,
f:11809,Sallie Mae,sallie mae,
f:1181,Drobny Global Advisors,drobny global advisors,1999-01-01
f:11810,Credit Agricole CIB  (Ukraine),credit agricole cib ukraine,
f:11811,Simon School Venture Capital Fund,simon school venturefund,2013-01-01
f:11814,Blue Pacific Group,blue pacific group,
f:11815,Pinewood Trading,pinewood trading,
f:11816,Spouting Rock Investments,spouting rock investments,
f:11817,BITS Spark Angels,bits spark angels,
f:11818,SoundBoard Angel Fund,soundboard angel,
f:11819,KT Capital Partners,ktpartners,
f:1182,The Challenge Funds,the challenge funds,1995-01-01
f:11820,Totvs Ventures,totvs ventures,
f:11821,Crawley Ventures,crawley ventures,
f:11822,DiBa Bank,diba bank,
f:11823,Amulet Capital Partners,amuletpartners,
f:11824,WebVenture,webventure,2006-01-01
f:11825,Broadgate Capital,broadgate,
f:11826,Sycamore Partners,sycamore,
f:11827,Global Technology Investments,global technology investments,
f:11828,MV Advisors LLC.,mv advisors,
f:1183,"Gersh Venture Partners, LLC",gersh venture partners,2006-01-01
f:11831,Thomas Falk,thomas falk,
f:11832,Euler Hermes,euler hermes,
f:11833,MENA Venture Investments,mena venture investments,
f:11834,Avados,avados,
f:11835,Founders Forum for Good,founders forum for good,2013-06-01
f:11836,Nominet Trust,nominet trust,
f:11837,Founders Forum,founders forum,2005-01-01
f:11838,Scout Ventures,scout ventures,2008-10-01
f:11839,The Veloz Group,the veloz group,2012-01-01
f:1184,IRDI-ICSO,irdi icso,
f:11842,BanyanTree Growth Capital,banyantree growth,
f:11845,Bolder Capital,bolder,
f:11846,Busy Angels,busy angels,
f:11847,Busy Angels,busy angels,
f:11848,VentureNursery,venturenursery,
f:1185,Passport Capital,passport,2000-01-01
f:11850,HV Holztbrinck Ventures,hv holztbrinck ventures,
f:11851,Raffay,raffay,
f:11853,Dlouhy Investments Inc.,dlouhy investments,
f:11854,"NCN Partners,LLC",ncn partners,
f:11855,Midwest Lysine LLC,midwest lysine,
f:11856,BancAmerica Robertson Stephens,bancamerica robertson stephens,
f:11858,Spektra Capital,spektra,2012-09-01
f:1186,High-Tech Gruenderfonds,high tech gruenderfonds,2005-09-01
f:11861,DeltaClick & EIR / Venture Partner @ Outlook Ventures,deltaclick eir venture partner outlook ventures,
f:11862,Kaiser Ventures,kaiser ventures,
f:11863,Wells Capital Management,wellsmanagement,
f:11864,Stifel Nicolaus,stifel nicolaus,
f:11865,Blank Rome LLP,blank rome llp,
f:11866,Emerald Advisers,emerald advisers,
f:11867,Beard Miller Company,beard miller company,
f:11870,Lenders Direct Capital Corporation,lenders direct capital,
f:11871,Bavly Milner,bavly milner,
f:11872,ASDF Forex,asdf forex,2013-03-01
f:11875,Vodimo Capital,vodimo,
f:11876,SNG Investment Group,sng investment group,
f:11877,Sibneftebank,sibneftebank,
f:11878,RA Capital Advisors LLC,raadvisors,1988-01-01
f:11879,Arthur Andersen LLP,arthur andersen llp,
f:1188,Fidelity Investments,fidelity investments,1946-01-01
f:11880,"AutoFinance Group, Inc",autofinance group,
f:11881,Hilltop Capital Corporation,hilltop capital,
f:11882,Arthur Young & Company,arthur young company,
f:11885,Investment Partners of Orlando,investmentof orlando,
f:11886,Waterton Associates,waterton associates,
f:11887,Harris Bank,harris bank,
f:11888,Syracuse Venture Organization,syracuse venture organization,
f:11889,Education Finance Partners,education finance,
f:1189,The Bonte Family Fund,the bonte family,
f:11890,Digital Ventures,digital ventures,2012-09-01
f:11891,Wharton Asset Management,wharton asset management,
f:11892,Vy Capital,vy,
f:11894,CFO 911 Solutions,cfo 911 solutions,
f:11895,CMA,cma,
f:11897,Trevian Capital,trevian,2012-01-01
f:11898,Regional Growth Fund,regional growth,
f:11899,Axis Systems (Cadence),axis systems cadence,
f:1190,Harbert Management Corporation,harbert management,
f:11900,Enwisen (Infor),enwisen infor,
f:11901,Evolve (Oracle),evolve oracle,
f:11902,Immunet (Sourcefire),immunet sourcefire,
f:11903,Lisen.com (Real Networks),lisen real networks,
f:11904,Nishant Systems (Brocade),nishant systems brocade,
f:11905,Pixo (Sun),pixo sun,
f:11906,Provato (I-Many),provato i many,
f:11907,SayNow (Google),saynow google,
f:11908,Soundpipe (Comdial),soundpipe comdial,
f:11909,Yosemite Technology (Barracuda Networks),yosemite technology barracuda networks,
f:1191,Pittco Management,pittco management,
f:11910,Listen.com (Real Networks)),listen real networks,
f:11913,GIMV Venture Capital,gimv venture,
f:11914,Bedford Falls Capital LLC.,bedford fallsllc,
f:11915,Winston Partners,winston,1993-01-01
f:11916,Cary Street Partners,cary street,
f:11917,Creation Investments,creation investments,
f:11919,Nadathur Investments,nadathur investments,
f:1192,RVC,rvc,
f:11920,Isosceles Finance Ltd,isosceles finance,
f:11921,MIC Microfinance Bank Ltd.,mic microfinance bank,
f:11922,Hargan Ventures,hargan ventures,
f:11923,"Kevin P. Martin & Associates, P.C.",kevin p martin associates p c,
f:11927,10x,10x,
f:11928,Konnection India,konnection india,
f:11929,Holdinvest,holdinvest,
f:11932,Silvertree Capital,silvertree,
f:11933,Chicago Ventures,chicago ventures,2013-06-17
f:11934,GroFin,grofin,
f:11935,Kemper Corporation,kemper,
f:11936,TriVeda Capital,triveda,
f:11937,Avenue Venture,avenue venture,
f:11938,Chasm Innovations,chasm innovations,
f:11939,Alterna Capital Partners,alternapartners,
f:1194,Edgewater,edgewater,
f:11940,Vulcan Ventures,vulcan ventures,
f:11942,National Discount Brokers (ndb.com),national discount brokers ndb com,
f:11943,DFA Capital Management,dfamanagement,
f:11944,Harbour Investment Corporation,harbour investment,
f:11946,Salomon Brothers Venture Capital,salomon brothers venture,
f:11947,KPMG's Audit Committee Institute,kpmgs audit committee institute,
f:11949,Great Western Financial,great western financial,
f:1195,SoundView Ventures,soundview ventures,
f:11950,American Industrial Partners,american industrial,1989-01-01
f:11951,Shearson Lehman/American Express,shearson lehman american express,
f:11952,Ghirardo CPA,ghirardo cpa,
f:11953,Deloitte & Touch,deloitte touch,
f:11954,Versailles Investments,versailles investments,
f:11955,"Stephen R. Wright, CPA",stephen r wright cpa,
f:11956,The NTC Group,the ntc group,
f:11958,MedEquity Investors,medequity investors,
f:11959,Mayfair Capital,mayfair,
f:11961,Brown Gibbons Lang & Company,brown gibbons lang company,
f:11963,Ronson Capital Partners,ronsonpartners,
f:11966,Transglobal,transglobal,
f:11967,NaBANCO,nabanco,
f:11969,Russell Investments,russell investments,
f:1197,Contour Venture Partners,contour venture,2001-01-01
f:11970,Evercore Mexico Capital Partners,evercore mexicopartners,
f:11971,WPP Ventures,wpp ventures,
f:11973,Legacy Venture,legacy venture,1999-01-01
f:11974,Curious Minds,curious minds,2004-01-01
f:11975,Staal Bankiers,staal bankiers,
f:11976,DZ BANK,dz bank,
f:11977,Asian Healthcare Fund,asian healthcare,2010-01-01
f:11978,Brown Venture Labs,brown venture labs,
f:1198,ASAP Ventures,asap ventures,
f:11981,Wadinko,wadinko,
f:11982,Cold Mountain Capital,cold mountain,
f:11983,Alibaba Investment,alibaba investment,
f:11984,HiST Gründerstipend,hist gründerstipend,
f:11986,Red Oak Growth Partners,red oak growth,2012-01-01
f:11987,Altair Capital,altair,
f:11988,Indigo Capital,indigo,
f:11989,GCI Venture Partners,gci venture,
f:1199,MK Capital,mk,2003-01-01
f:11990,Commonfund,commonfund,1988-01-01
f:11991,Pfizer Pension Plan,pfizer pension plan,
f:11993,Turning Basin Capital Partners,turning basinpartners,
f:11994,Allfinanz,allfinanz,
f:11995,Creditanstalt Bank,creditanstalt bank,
f:11996,WestLB Panmure,westlb panmure,
f:11998,Pachicle Invest,pachicle invest,
f:11999,Verlinvest,verlinvest,
f:12,Austin Ventures,austin ventures,1984-01-01
f:120,Clearstone Venture Partners,clearstone venture,1998-01-01
f:1200,Draper Triangle Ventures,draper triangle ventures,
f:12000,BNDES,bndes,
f:12001,Pactual,pactual,
f:12002,Cazador Acquisition Corporation Ltd,cazador acquisitionltd,
f:12003,Otto Capital,otto,2008-01-01
f:12004,MFS Investment Management,mfs investment management,
f:12005,MFS Mutual Funds,mfs mutual funds,
f:12006,Fidelity Management & Research,fidelity management research,
f:12008,Virginia Heritage Bank,virginia heritage bank,2005-01-01
f:1201,"United Defense, L.P.",united defense,
f:12012,The Boston Consulting Group (BCG) London,the boston consulting group bcg london,
f:12013,ANZ Grindlays Bank,anz grindlays bank,
f:12014,Criterion Capital Ltd,criterionltd,
f:12015,Capnamic Ventures,capnamic ventures,2012-01-01
f:12016,Electra Partners,electra,
f:12017,Aksia Group,aksia group,
f:12018,Michaelson Capital Partners,michaelsonpartners,
f:12020,M&T Bank,m t bank,
f:12021,State Farm Insurance,state farm insurance,
f:12022,ENSO Financial Management,enso financial management,
f:12023,Commercial Capital LLC,commercialllc,2004-01-01
f:12024,Cap Gemini Ernst & Young,cap gemini ernst young,
f:12025,American Express Incentive Services,american express incentive services,
f:12026,Mantis Hodings,mantis hodings,
f:12027,Mantis Holdings,mantis holdings,
f:12028,Tsjukemar Ltd.,tsjukemar,
f:12029,Park Road Associates Ltd.,park road associates,
f:1203,Infield Capital,infield,2008-01-01
f:12030,Softbank / Ziff Davis,softbank ziff davis,
f:12031,Affinity Equity Partners,affinity equity,
f:12032,Ernst & Whinney,ernst whinney,
f:12033,Cain Brothers,cain brothers,
f:12034,Charlesbank Capital Partners,charlesbankpartners,
f:12035,KLab Ventures,klab ventures,2000-01-01
f:12036,Movida Japan,movida japan,
f:12037,Dewey Ballantine LLP.,dewey ballantine llp,
f:12038,Ministry of Finance,ministry of finance,
f:12039,Palm Ventures,palm ventures,
f:1204,Ambistia Ventures,ambistia ventures,2007-01-30
f:12040,Banque PSA Finance,banque psa finance,
f:12041,Peugeot Citroën Finance et Comptabilité,peugeot citroën finance et comptabilité,
f:12042,Compagnie Française d'Assurance pour le Commerce Extérieur,compagnie française dassurance pour le commerce extérieur,
f:12043,Coface,coface,
f:12044,Pergolèse Investissements,pergolèse investissements,
f:12045,Peugeot Finance International,peugeot finance international,
f:12048,Scitrium Europe Investments B.v.,scitrium europe investments b v,
f:12049,Ernst & Young and Thalès,ernst young and thalès,
f:1205,FG Incubation,fg incubation,
f:12050,Guardian Life Insurance,guardian life insurance,
f:12051,"Jweg Ventures, LLC.",jweg ventures,
f:12052,White & Case LLP,white case llp,
f:12055,Arthur Andersen Business Consulting,arthur andersen business consulting,
f:12057,Davis LLP,davis llp,
f:12058,GlenRock Group,glenrock group,
f:12059,Yopto,yopto,
f:1206,Milk Capital,milk,2007-10-01
f:12060,Startup Genome,startup genome,
f:12063,Vstory,vstory,
f:12064,GoFlow,goflow,
f:12067,EyeCue Vision Technologies Ltd.,eyecue vision technologies,
f:12068,Great Shape,great shape,
f:1207,Nexit Ventures,nexit ventures,
f:12070,Coriolis Labs,coriolis labs,
f:12071,Inrernational Finance Company,inrernational finance company,
f:12073,Financo Inc.,financo,
f:12074,Sanford T. Colb & Co. Advocates and Patent Attorneys,sanford t colbadvocates and patent attorneys,
f:12075,PayActiv,payactiv,
f:12076,M. Seligman & Co.,m seligman,
f:12077,ER Accelerator,er accelerator,
f:12078,Kambo Capital,kambo,
f:12079,Citibank Limited,citibank limited,
f:1208,Princeton Ventures,princeton ventures,
f:12080,io Ventures,io ventures,
f:12081,"Thompson Peak Capital, LP",thompson peaklp,
f:12082,Capital Group Companies,group companies,
f:12083,DLJ Merchant Banking,dlj merchant banking,
f:12085,TorQuest Partners,torquest,
f:12086,Xplora Design Skool,xplora design skool,
f:12087,LANXESS,lanxess,
f:12088,FZKPT,fzkpt,
f:12091,Latin America Internet Holding (LIH),latin america internet holding lih,
f:12093,Crescent Group,crescent group,
f:12094,Commercial Capital LLC (Canada),commercialllc canada,2006-01-01
f:12095,Equity Gap,equity gap,
f:12096,Michael Huskins Family Trust,michael huskins family trust,
f:12097,Diane Siegel Trust,diane siegel trust,
f:12098,Programma 101,programma 101,
f:12099,GreenStone Labs,greenstone labs,2013-01-01
f:121,Opus Capital,opus,2005-01-01
f:12100,Robinson Lerer Montgomery,robinson lerer montgomery,
f:12101,Accelero Capital,accelero,2011-01-01
f:12102,Dow Jones Ventures,dow jones ventures,
f:12103,Millenium Capital,millenium,
f:12104,Duff Ackerman & Goodrich,duff ackerman goodrich,
f:12105,Bechtel Investments,bechtel investments,
f:12106,Dimensional Corporate Finance,dimensional corporate finance,
f:12107,Mosaic Investments,mosaic investments,
f:12108,Lateral Global Investors,lateral global investors,
f:12109,First Interstate Bank,first interstate bank,
f:12110,Insurance Australia Group Limited (IAG),insurance australia group limited iag,
f:12113,Hop,hop,
f:12114,Owner Resources Group,owner resources group,
f:12115,Terranum Capital,terranum,
f:12117,BlueCap Partners,bluecap,
f:12118,Apollo Investment Corporation,apollo investment,
f:12119,Maxus Capital Group,maxusgroup,
f:1212,NGI Capital,ngi,
f:12121,Arqaam Capital,arqaam,
f:12122,Unity Ventures,unity ventures,
f:12123,Hydrazine Capital,hydrazine,
f:12124,DV Playground,dv playground,
f:12125,Netprice Partners,netprice,
f:12126,Alpha Investment,alpha investment,
f:12127,YC Start Fund,yc start,
f:12128,Transamerica Technology Finance,transamerica technology finance,
f:12129,Relational Funding Corp.,relational funding,
f:1213,Coriolis Ventures,coriolis ventures,
f:12130,Oxford Resource Partners,oxford resource,
f:12131,Quebec Venture Capital Association,quebec ventureassociation,
f:12132,Advent Ventur,advent ventur,
f:12133,Leonard Green & Partners,leonard green,1989-01-01
f:12134,Charterhouse Capital Partners,charterhousepartners,
f:12136,SEAVI Advent,seavi advent,
f:12137,Mangrove Equity Partners,mangrove equity,
f:12138,Davis Polk & Wardwell LLP,davis polk wardwell llp,
f:12139,Bank of Japan,bank of japan,
f:1214,Essar Communications Holdings,essar communications holdings,
f:12140,Startkapital,startkapital,
f:12141,AME Cloud Ventures,ame cloud ventures,
f:12143,Highway1,highway1,2013-06-01
f:12144,Hanlen Healthcare Development & Funding LLC,hanlen healthcare development funding,
f:12145,Hanlen Real Estate Development & Funding LLC,hanlen real estate development funding,
f:12146,NY Federal Savings Bank,ny federal savings bank,
f:12147,McKinsey & Company,mckinsey company,
f:1215,Olayan,olayan,1947-01-01
f:1216,Richmond Global,richmond global,
f:12160,I2BF Global Ventures,i2bf global ventures,
f:12161,Sanford C. Bernstein,sanford c bernstein,
f:12162,Electronic Clearing House Inc.,electronic clearing house,
f:12163,Kirtland Federal Credit Union,kirtland federal credit union,
f:12164,Starquest Capital,starquest,
f:12165,"Unicredit Investment Banking, Munich",unicredit investment banking munich,
f:12166,White Oak Technologies,white oak technologies,
f:12167,Applied Underwriters,applied underwriters,
f:12168,Antai Business Angels,antai business angels,
f:12169,State Auto Insurance,state auto insurance,
f:1217,Promethean,promethean,2005-01-01
f:12170,optionMONSTER,optionmonster,
f:12173,undisclosed investor,undisclosed investor,
f:12174,Emerald Private Equity Fund,emerald private equity,
f:12176,KIIT-TBI,kiit tbi,
f:12177,Lereko,lereko,
f:12179,O'Melveny & Myers LLP,omelveny myers llp,
f:1218,Cipio Partners,cipio,2003-06-01
f:12180,German Ventures,german ventures,
f:12181,Unitus Capital,unitus,
f:12183,Concert Capital Partners,concertpartners,
f:12184,Advent Private Capital,advent private,1984-01-01
f:12186,Willis,willis,
f:12188,EquityRock,equityrock,
f:1219,Telefilm Canada,telefilm canada,1967-01-01
f:12191,Bingham McCutchen LLP,bingham mccutchen llp,
f:12192,Nephila Advisors LLC,nephila advisors,
f:12194,National Skill Development Corporation,national skill development,
f:12195,Greenwich Associates,greenwich associates,
f:12196,CapitalWorks,capitalworks,
f:12198,4D Global Energy Investments,4d global energy investments,
f:12199,German Ministry of Economics & Technology,german ministry of economics technology,
f:122,Alsop Louie Partners,alsop louie,2006-12-01
f:1220,Pioneer Ventures Associates,pioneer ventures associates,
f:12200,Angel Consortium,angel consortium,
f:12201,Galbraith Ventures,galbraith ventures,
f:12202,Wafra Investment Advisory Group,wafra investment advisory group,
f:12203,Aslanoba Capital,aslanoba,
f:12204,E*OFFERING,e offering,
f:12206,Jonathan Roberts,jonathan roberts,
f:12208,Perkins Coie Law Firm,perkins coie law firm,
f:12209,Portland's Social Venture Partners,portlands social venture,
f:12210,Mixin Capital,mixin,
f:12211,Vivex Invest,vivex invest,
f:12213,Pryor Cashman LLP,pryor cashman llp,
f:12214,Quinn Emanuel,quinn emanuel,
f:12215,FTT Capital,ftt,
f:12216,"Jackson & Campbell, P.C.",jackson campbell p c,
f:12217,Grotech Capital Group,grotechgroup,
f:12218,Oriental Bank Of Commerce,oriental bank of commerce,
f:12220,"Venture Capital Unit, UK Government",ventureunit uk government,
f:12221,Domeyard LLC,domeyard,2012-01-01
f:12222,Ascend Global Investments LLC,ascend global investments,
f:12223,Enso Capital Managment,ensomanagment,
f:12224,Brazil Government,brazil government,
f:12225,Quaker Partners,quaker,
f:12226,The New Zealand Superannuation Fund,the new zealand superannuation,
f:12227,Singapore EDB,singapore edb,
f:12228,Chrysalix,chrysalix,
f:1223,Greywolf Capital Partners,greywolfpartners,2003-01-01
f:12231,Motorola Ventures,motorola ventures,
f:12232,CBM Capital,cbm,
f:12235,ING Nederland,ing nederland,
f:12236,Nautilus Ventures,nautilus ventures,
f:12238,The DiBari Group,the dibari group,
f:12239,Progress Financial,progress financial,
f:12241,Erhvervsinvest,erhvervsinvest,
f:12242,Manitoba Knights,manitoba knights,
f:12247,Stonepeak Infrastructure Partners,stonepeak infrastructure,
f:12248,"Edgar , Dunn & Company",edgar dunn company,
f:12249,River City Bank,river city bank,
f:1225,Silver Creek Ventures,silver creek ventures,1989-01-01
f:12251,appWorks Ventures,appworks ventures,2009-01-01
f:12254,Capvis,capvis,1990-01-01
f:12255,Vestar Capital Partners,vestarpartners,1988-01-01
f:12257,CM CIC Capital Innovation,cm cicinnovation,
f:12258,Kalaari Capital,kalaari,
f:12260,ACL Ventures Partner,acl ventures partner,1996-01-01
f:12263,Relational Investors LLC.,relational investors,1996-01-01
f:12264,Pacific Synergies IV,pacific synergies iv,
f:12266,101 Startups,101 startups,
f:12267,MXC Capital,mxc,2009-01-01
f:12269,Fireman's Fund Insurance Company,firemansinsurance company,
f:1227,Casada Technology,casada technology,2006-01-01
f:12270,Fillmore Capital Partners,fillmorepartners,2003-01-01
f:12271,Sanwa International Bank,sanwa international bank,
f:12273,Key Capital,key,
f:12274,28Marketing,28marketing,
f:12275,DemandCon International,demandcon international,
f:12278,Keren Hagshama,keren hagshama,
f:12279,QWave Capital,qwave,
f:1228,SeventySix Captial,seventysix captial,1999-01-01
f:12280,Mitsubishi UFJ Financial Group,mitsubishi ufj financial group,2001-04-02
f:12281,Homebrew,homebrew,2013-01-01
f:12282,Vintage Venture Funds,vintage venture funds,
f:12283,Mentor Tech Funds,mentor tech funds,
f:12284,Jerusalem Global Venture Funds,jerusalem global venture funds,
f:12285,Tradelink LLC,tradelink,
f:12286,Angel Capital Entrepreneurial Fund,angelentrepreneurial,
f:12287,Epoch Partners,epoch,
f:1229,G2 Asset Management,g2 asset management,2008-01-01
f:12290,Beneficial Financial Group,beneficial financial group,
f:12292,Mantra Partners,mantra,
f:12293,Lancashires Rosebud Fund,lancashires rosebud,
f:12294,Tillinghast,tillinghast,
f:12295,Seven Peaks Ventures,seven peaks ventures,
f:12298,Teton Capital Advisers,tetonadvisers,
f:12299,REDIRECTION,redirection,2007-01-01
f:123,Highland Capital Partners,highlandpartners,1988-07-01
f:1230,Fir Capital,fir,1999-01-01
f:12300,Potion Ventures,potion ventures,
f:12301,Channel Mark Ventures,channel mark ventures,
f:12302,Life Sciences Angel Network,life sciences angel network,2010-11-18
f:12305,Wing Venture Partners,wing venture,
f:12306,Jefferson Bank,jefferson bank,
f:12307,Lepe Partners,lepe,
f:12308,DMG Media,dmg media,
f:12309,United States Secret Service,united states secret service,
f:1231,California Technology Ventures,california technology ventures,
f:12310,Aleph,aleph,
f:12311,Palatine Capital Partners,palatinepartners,2007-01-01
f:12312,Antares Investment Partners,antares investment,
f:12313,G20 Ventures,g20 ventures,
f:12314,Shore Points Capital,shore points,
f:12315,Pine Brook Partners,pine brook,
f:12317,Refresh Miami,refresh miami,
f:1232,Angel's Lancaster Angel Network,angels lancaster angel network,
f:12320,Invest Nebraska,invest nebraska,
f:12321,Freyr Capital Partners,freyrpartners,2011-01-01
f:12322,Lawyer IT,lawyer it,
f:12323,Nextgen Partners,nextgen,2001-01-01
f:12324,Laidlaw Equities,laidlaw equities,
f:12325,Pacific Edge Investment Mangement,pacific edge investment mangement,
f:12326,Van Dusseldorp & Partners,van dusseldorp,
f:12328,Westinghouse credit corp.,westinghouse credit,
f:12329,Lloyds Bank,lloyds bank,
f:1233,Investment Circle of York,investment circle of york,
f:12330,Bank of Nova Scotia,bank of nova scotia,
f:12331,Haller Ehrman LLP,haller ehrman llp,
f:12333,Health Insurance Geeks,health insurance geeks,
f:12334,Polygon Investment Partners,polygon investment,
f:12335,Stewart Title,stewart title,
f:12336,"Katz, Cherkas, Stein & Co.",katz cherkas stein,
f:12337,CE Capital,ce,
f:12338,The Mitsui Trust & Banking Company,the mitsui trust banking company,
f:12339,Interregnum Venture,interregnum venture,
f:1234,Bertelsmann Digital Media Investments,bertelsmann digital media investments,
f:12341,CXO Strategies LLC.,cxo strategies,
f:12342,Hilltop Venture Partners,hilltop venture,
f:12343,Benham & Green Capital Management,benham greenmanagement,
f:12344,Concordia Partners LLC,concordia partners,
f:12349,Base Capital Partners,basepartners,
f:12350,"Swander, Pace & Co.",swander pace,
f:12351,GreenPoint Mortgage,greenpoint mortgage,
f:12352,Pay My Coffee,pay my coffee,
f:12353,SBT Venture Capital,sbt venture,
f:12355,5M Ventures,5m ventures,
f:12356,Crystal Financial,crystal financial,
f:12358,EMERAM Capital Partners,emerampartners,2012-01-01
f:12359,Eventi Capital Partners,eventipartners,2002-01-01
f:1236,Wakefield Group,wakefield group,
f:12360,Windomar Financial,windomar financial,
f:12361,SKTA Innopartners,skta innopartners,
f:12362,SF Angel,sf angel,
f:12364,Wright Ventures,wright ventures,
f:12366,Watch Hill Partners,watch hill,
f:12367,Gagnon Capital Advisors,gagnonadvisors,
f:12368,African Development Bank,african development bank,
f:12369,Thomson Financial,thomson financial,
f:1237,Mumbai Angels,mumbai angels,2006-01-01
f:12370,Pioneer Investments,pioneer investments,
f:12371,Mallin Venture,mallin venture,
f:12372,Iguana Healthcare Partners,iguana healthcare,
f:12373,RHR Ventures,rhr ventures,
f:12374,Marlin Equity Partners,marlin equity,
f:12376,Difference Capital,difference,
f:12377,StarMate,starmate,
f:1238,Okapi Venture Capital,okapi venture,
f:12380,Shell UK Oil Products,shell uk oil products,
f:12381,Add People,add people,
f:12383,New Roulette Strategies,new roulette strategies,1980-09-24
f:12385,Patria Investimentos,patria investimentos,
f:12388,Avendus Capital,avendus,
f:1239,SDL Ventures,sdl ventures,2003-01-01
f:12390,Livevol Inc.,livevol,
f:12391,Transcend Capital,transcend,
f:12392,Urchin Capital Partners LLC.,urchinpartners,
f:12393,Terra Nova Trading,terra nova trading,
f:12394,Redwood Trading LLC.,redwood trading,
f:12395,Mr. Stock Inc.,mr stock,
f:12396,Western Finance Association,western finance association,
f:12397,Tamarix Capital,tamarix,
f:12398,Boathouse Capital,boathouse,
f:12399,Preceptor Associates,preceptor associates,
f:124,Second Avenue Partners,second avenue,2000-01-01
f:1240,Bellingham Angel Organization,bellingham angel organization,2005-01-01
f:12400,Fleet Bank,fleet bank,
f:12401,Promsvyazbank,promsvyazbank,
f:12402,31 Group Plc,31 group,
f:12404,Ranger global Advisor,ranger global advisor,
f:12405,Arrow Investment Inc,arrow investment,
f:12406,New Heritage Capital,new heritage,
f:12407,Yale Investments,yale investments,
f:12408,Kshatriya ventures,kshatriya ventures,
f:12409,Manulife Financial,manulife financial,
f:1241,Cayuga Venture Fund,cayuga venture,1994-01-01
f:12410,Euroclear,euroclear,
f:12411,Asset Marketing System,asset marketing system,1997-01-01
f:12413,Wisconsin Economic Development Corporation (WEDC),wisconsin economic developmentwedc,2011-06-01
f:12414,Avedon Capital Partners,avedonpartners,
f:12416,B7inc,b7inc,
f:12418,Lava Group,lava group,2001-01-01
f:12419,True Capital Partners,truepartners,
f:12420,Atlanticus,atlanticus,
f:12421,Burke Capital Group,burkegroup,
f:12424,Finca International,finca international,
f:12425,Agilis Equity Partners,agilis equity,
f:12427,Merlin Securities,merlin securities,
f:12429,L. F. Rothschild & Co.,l f rothschild,
f:12430,Grey Mountain Partners,grey mountain,
f:12431,Wells Fargo Securities,wells fargo securities,
f:12433,Zen Capital Partners,zenpartners,
f:12434,Spectrum Global Fund Administration,spectrum globaladministration,
f:12435,Barclaycard,barclaycard,
f:12436,BankOne,bankone,
f:12437,IEG - Investment Banking Group,ieg investment banking group,1999-01-01
f:12439,Home Box Office Inc.,home box office,
f:12440,Washington Mutual Card Services,washington mutual card services,
f:12442,The Berner Group,the berner group,
f:12443,Langara Capital Partners,langarapartners,
f:12445,Sherpa Ventures,sherpa ventures,
f:12446,Manatt Digital Media,manatt digital media,
f:12447,Capital Research & Management Co.,research management,
f:12448,Platinum Partners,platinum,2003-01-01
f:12449,"Platform Asset Management, LLC",platform asset management,
f:12450,Bangkok bank,bangkok bank,1944-01-01
f:12451,Violy & Company,violy company,2003-01-01
f:12452,Six Financial Information,six financial information,
f:12453,Grace Venture Partner,grace venture partner,
f:12455,Seedrs,seedrs,
f:12456,Schon Properties,schon properties,
f:12459,ii Capital,ii,
f:12460,"The Smart Inventor, LLC",the smart inventor,
f:12461,Lucas Venture Group,lucas venture group,
f:12463,RSR Capital,rsr,
f:12464,New York Institute of Finance,new york institute of finance,
f:12465,PineBridge Investments,pinebridge investments,
f:12466,Banco Popular de Puerto Rico,banco popular de puerto rico,
f:12467,Allianz Global Investors,allianz global investors,
f:12471,American Century Investments,american century investments,
f:12472,Putnam Investments,putnam investments,
f:12473,"Popular, Inc",popular,
f:12474,Barclays Wealth,barclays wealth,
f:12475,Oxygen Capital,oxygen,2001-01-01
f:12476,WRHS International Capital Council,wrhs internationalcouncil,
f:12477,Zeno Group Investments Inc,zeno group investments,
f:12478,UICI,uici,
f:12479,Adler & Co.,adler,
f:1248,DFJ Tamir Fishman Ventures,dfj tamir fishman ventures,1997-01-01
f:12480,T3 Capital,t3,
f:12481,Zeno Group Investments Inc.,zeno group investments,1968-01-01
f:12482,Meta Payment System,meta payment system,
f:12483,MULTICHANNEL,multichannel,
f:12484,Avanze Bank,avanze bank,
f:12485,Nordnet Bank AB,nordnet bank ab,
f:12486,Bayspring Ventures,bayspring ventures,
f:12487,K5Ventures,k5ventures,
f:12488,BH Equity Research,bh equity research,
f:12489,Emprise Bank,emprise bank,
f:1249,Arkafund,arkafund,
f:12490,True North Partners,true north,
f:12491,Tasman Ventures Fund Pty Ltd,tasman venturespty,
f:12492,i-Deal LLC,i deal,
f:12493,e-RM Ventures,e rm ventures,
f:12494,"Dillon, Read & Co. Inc",dillon readinc,
f:12496,Velux Foundation,velux foundation,
f:12497,Nexus Group,nexus group,1998-01-01
f:12498,Moldowsky Group,moldowsky group,
f:125,Armstrong Group and Associated Partners,armstrong group and associated,1946-01-01
