id,name,normalized_name,founded_at
f:6916,Woodbine Capital Advisors,woodbineadvisors,2008-01-01
f:6917,ARC Angel Fund,arc angel,2010-07-01
f:6918,Hatteras Funds,hatteras funds,2003-01-01
f:6919,Main Street Capital,main street,
f:6920,Bunker Hill Capital,bunker hill,
f:6921,Martin Currie,martin currie,
f:6922,Thames River Capital,thames river,1998-01-01
f:6923,Marts,marts,
f:6924,Desert Rats Hosting,desert rats hosting,2010-01-17
f:6927,Berkshire Partners,berkshire,1980-01-01
f:6928,Ilmarinen Mutual Pension Insurance Company,ilmarinen mutual pension insurance company,
f:6930,Altamont Capital Partners,altamontpartners,
f:6931,New Hill,new hill,
f:6932,Royal Society Enterprise Fund,royal society enterprise,
f:6933,Askoli,askoli,2008-01-01
f:6934,TA Venture,ta venture,2010-01-01
f:6936,Phoenix Corporate Finance Partners,phoenix corporate finance,2006-06-01
f:6937,Faust inc,faust,
f:6938,dumpster new jersey,dumpster new jersey,1911-02-28
f:6939,Heptagon Capital,heptagon,2005-01-01
f:694,Navigation Capital,navigation,2006-01-01
f:6940,Start Fund,start,2011-01-29
f:6944,Deutsche Beteiligungs,deutsche beteiligungs,1965-01-01
f:6945,Man Group,man group,
f:6946,Foresight Ventures,foresight ventures,2010-11-09
f:6947,EnCap Investments,encap investments,1988-01-01
f:695,Lead Dog Ventures,lead dog ventures,
f:6950,Morado Venture Partners,morado venture,
f:6951,Lonsdale Capital Partners,lonsdalepartners,
f:6952,ZADIG Asset Management,zadig asset management,2005-01-01
f:6954,Dexter Travel Solutions Pvt Ltd,dexter travel solutions pvt,
f:6956,PortfoLion,portfolion,
f:6957,Opus Corporate Finance LLP,opus corporate finance llp,2006-01-01
f:696,Northzone,northzone,1996-01-01
f:6960,BioNet Holding,bionet holding,1997-01-01
f:6961,Capital Partners Group,partners group,2000-03-01
f:6962,CNCP,cncp,
f:6969,Bankers Trust,bankers trust,1917-01-01
f:697,East Coast Angels,east coast angels,
f:6970,Faering Capital,faering,
f:6971,Earn Chips,earn chips,
f:6972,Finext Startup,finext startup,
f:6973,Start-Up Chile,start up chile,2010-01-01
f:6974,Proprietary Finance Ventures,proprietary finance ventures,2009-01-01
f:6975,RONAholdings,ronaholdings,
f:6976,BioGenerator,biogenerator,2003-01-01
f:698,ORIX Venture Finance,orix venture finance,
f:6982,NewSmith Capital,newsmith,2003-01-01
f:6983,Duet Asset Management,duet asset management,2002-01-01
f:6984,Ripplewood Holdings,ripplewood holdings,
f:6985,Apaxys Ventures,apaxys ventures,
f:6987,Oltre Venture,oltre venture,2006-01-01
f:6988,Fondazione Paideia,fondazione paideia,1993-01-01
f:6989,UBI Banca,ubi banca,2007-01-01
f:699,Pyramid Technology Ventures,pyramid technology ventures,1999-01-01
f:6990,Fondazione CRT e PhiTrust,fondazione crt e phitrust,
f:6991,European Investment Fund,european investment,1994-01-01
f:6992,Aavishkaar Venture Management services,aavishkaar venture management services,
f:6993,United Prototype Ventures,united prototype ventures,
f:6994,internet24,internet24,1997-09-01
f:6996,Stream Global,stream global,
f:6997,Ignition Venture Management,ignition venture management,
f:6998,The Raine Group,the raine group,
f:7,Charles River Ventures,charles river ventures,1970-01-01
f:70,BDC Venture Capital,bdc venture,1944-01-01
f:700,Forrest Binkley and Brown,forrest binkley and brown,1993-01-01
f:7001,Inseed Investimentos,inseed investimentos,2008-01-01
f:7002,Idea Factory,idea factory,
f:7003,KfW SME Bank,kfw sme bank,
f:7004,Indulge Living,indulge living,2010-01-01
f:7005,Champions Group,champions group,
f:7006,ATMOSA HKC,atmosa hkc,
f:7007,Provincia Autonoma di Trento (Italy),provincia autonoma di trento italy,1946-09-05
f:701,Vanguard Ventures,vanguard ventures,1981-01-01
f:7011,Trindade Investimentos,trindade investimentos,2010-01-01
f:7013,Synergex Ventures,synergex ventures,
f:7014,GRA Venture Fund,gra venture,
f:7015,Mentor Fund,mentor,
f:7017,I2A Fund,i2a,
f:7019,Tekton Ventures,tekton ventures,2008-01-01
f:702,Tredegar Investments,tredegar investments,
f:7020,Prescient Capital,prescient,
f:7022,Legacy Life Sciences,legacy life sciences,
f:7024,Asset Management Partners,asset management,1996-01-01
f:7025,H.I.G. Capital,h i g,
f:7026,Sirius Venture Partners,sirius venture,
f:7027,Astutia Ventures,astutia ventures,2006-01-01
f:7028,Massar International,massar international,1994-01-01
f:7029,LaunchHouse,launchhouse,2010-01-01
f:703,Times Mirror Company,times mirror company,
f:7030,Blue Bright Ventures,blue bright ventures,2009-01-01
f:7031,SB Ventures,sb ventures,
f:7032,Gothic Ventures,gothic ventures,
f:7033,Prova Investments,prova investments,
f:7034,Maryland Cyber Investment Partners,maryland cyber investment,
f:7036,Walnut Venture Associates,walnut venture associates,
f:7037,Angel Investor Forum,angel investor forum,2004-01-01
f:7038,dal radio,dal radio,
f:7039,Ministry of Science and Innovation,ministry of science and innovation,2011-01-01
f:704,Phillips Smith Specialty Group,phillips smith specialty group,1986-01-01
f:7040,Hybrid Capital,hybrid,
f:7041,Defy Recordings LLC,defy recordings,2007-01-01
f:7042,Company X Media,company x media,
f:7043,BlackLex,blacklex,2011-02-15
f:7044,Gilder Cremers Fund L.P.,gilder cremersl p,
f:7045,New Constructs,new constructs,2002-01-01
f:7046,London Venture Partners,london venture,2010-01-01
f:7048,Odeon Venture Capital AG,odeon ventureag,
f:7049,Physicians Capital,physicians,2007-01-01
f:7050,London Development Agency (LDA),london development agency lda,
f:7051,ISIS Equity Partners,isis equity,1995-01-01
f:7052,Arborview Capital,arborview,2008-01-01
f:7054,Initial Capital,initial,2010-01-01
f:7055,Merriman Holdings,merriman holdings,
f:7056,Verus Financial Management,verus financial management,2002-01-01
f:7057,Merck Capital Ventures,merckventures,
f:706,Dynafund Ventures,dynafund ventures,
f:7060,BayBank,baybank,
f:7062,Invercaria,invercaria,
f:7063,"PrimeLending, A PlainsCapital Company",primelending a plainscapital company,
f:7064,MHT Partners,mht,2001-01-01
f:7065,First Alliance & Capital Invest,first allianceinvest,
f:7066,Manatuck Hill Partners,manatuck hill,
f:7067,The Bank of Nashville,the bank of nashville,
f:7068,CheckVelocity,checkvelocity,
f:7069,First Financial Investors,first financial investors,2005-01-01
f:707,Moore Capital,moore,1986-01-01
f:7070,Forum International Equity Fund Ltd,forum international equityltd,
f:7071,EM-MEDIA,em media,2002-01-01
f:7072,InsLogic Holding Corporation,inslogic holding,
f:7073,Senior Pathways,senior pathways,
f:7074,Tennessee Commerce Bancorp,tennessee commerce bancorp,2000-01-01
f:7075,Osage University Partners,osage university,2008-01-01
f:7076,LionRock Capital (Hong Kong),lionrockhong kong,2011-01-01
f:7079,HTGF,htgf,
f:708,NetWorth Partners,networth,1997-03-15
f:7080,New Horizon Business Services Inc.,new horizon business services,1998-01-09
f:7081,Nordic Private Equity Conference,nordic private equity conference,
f:7082,Clubsense,clubsense,
f:7083,Playboy Enterprises,playboy enterprises,1953-01-01
f:7084,KlckVentures,klckventures,
f:7085,MÃ©rieux DÃ©veloppement,mã©rieux dã©veloppement,
f:7086,Black Coral Capital,black coral,
f:7088,Columbia Technology Ventures at Columbia University,columbia technology ventures at columbia university,
f:7089,NYCIF,nycif,
f:709,Kegonsa Capital Partners,kegonsapartners,
f:7090,Far West Capital,far west,2007-10-01
f:7092,Covenant Capital Group,covenantgroup,2001-01-01
f:7094,Pulse Advisory LLC,pulse advisory,2010-01-01
f:7095,Venture51,venture51,2010-08-01
f:7096,Us Credit Risk,us credit risk,2009-01-01
f:7097,Scout Investments,scout investments,1928-01-01
f:7098,San Joaquin Angels,san joaquin angels,2007-01-01
f:7099,MWM Ventures,mwm ventures,
f:71,Ventures West,ventures west,
f:710,Clyde Street Investments,clyde street investments,
f:7100,Barron Partners,barron,2002-01-01
f:7102,Chemical Banking Corporation,chemical banking,
f:7103,DB Alex Brown,db alex brown,
f:7104,Banc of America,banc of america,
f:7105,Inova Ventures Participações,inova ventures participações,2011-01-01
f:7106,LUMA Partners LLC,luma partners,2010-08-16
f:7107,ROTH Capital Partners,rothpartners,1984-01-01
f:7108,Old College Capital,old college,
f:711,Cedar Fund,cedar,
f:7110,MFN Ventures,mfn ventures,
f:7112,White Birch Capital,white birch,
f:7113,C Squared Venture Capital,c squared venture,
f:7115,Sigma Capital Partners,sigmapartners,
f:7116,Amalfi Capital,amalfi,
f:7117,Identity Dental Marketing Chicago,identity dental marketing chicago,2009-01-01
f:7119,SyncBASE Inc.,syncbase,2003-01-01
f:712,Northgate Capital,northgate,2000-01-01
f:7120,Marketstar,marketstar,1988-01-01
f:7122,Seed Capital PT,seedpt,
f:7124,Collaborative Fund,collaborative,2010-01-01
f:7125,StartupAngel,startupangel,2009-03-01
f:7126,Theoria Capital,theoria,
f:7127,Torch Partners,torch,2003-09-23
f:7131,ABB Technology Ventures,abb technology ventures,
f:7133,Mobix Ltd.,mobix,
f:7135,Aviator Capital,aviator,
f:7138,CR&P Holding,cr p holding,
f:7139,Swallow Point Ventures,swallow point ventures,
f:7140,Pittsburgh Equity Partners,pittsburgh equity,
f:7141,Woodland Partners,woodland,2001-01-19
f:7142,Smithfield Trust,smithfield trust,1996-01-01
f:7143,Kudelski,kudelski,
f:7144,Cantabria Capital,cantabria,2003-01-01
f:7145,Harmony Partners,harmony,
f:7146,Avalon Capital,avalon,2004-01-01
f:7150,Sophia ApS,sophia aps,
f:7151,RenaissanceRe,renaissancere,
f:7152,Travelers Insurance,travelers insurance,
f:7155,XL Capital,xl,
f:7156,Goldrock Capital,goldrock,1999-12-01
f:7157,Coloma Ventures,coloma ventures,2010-01-01
f:7158,Canal Partners,canal,2007-01-01
f:716,Highway 12 Ventures,highway 12 ventures,
f:7160,Wilbanks Smith & Thomas,wilbanks smith thomas,1990-01-01
f:7162,ASA Research,asa research,
f:7163,K2 Enterprise,k2 enterprise,
f:7167,FriendStream.TV,friendstream tv,
f:7168,TEEC Angel Fund,teec angel,2010-07-16
f:717,Pond Ventures,pond ventures,
f:7170,National Australia Bank,national australia bank,
f:7171,National Australia Bank Limited (NAB),national australia bank limited nab,
f:7172,FW Capital,fw,2010-01-01
f:7173,Aquillian Investments,aquillian investments,2001-01-01
f:7176,White Owl Capital,white owl,2007-01-01
f:7177,Otter Capital,otter,
f:7179,Marco Bicocchi Pichi,marco bicocchi pichi,
f:7181,Forex-Zed,forex zed,
f:7182,The North West Fund,the north west,2010-01-01
f:7187,"Point B Capital, LLC",point bllc,2010-01-01
f:7188,Anchorage Angels,anchorage angels,
f:719,Nexus Venture Partners,nexus venture,2006-01-01
f:7190,Red Barn Investments,red barn investments,
f:7191,North Sky Capital,north sky,2000-01-01
f:7193,ThinkEquity LLC,thinkequity,
f:7194,Rivers Capital Partners,riverspartners,2009-01-01
f:7195,York Angel Investors,york angel investors,
f:7198,SC Capital Management LLC,scmanagement,2002-01-01
f:7199,Safir Capital,safir,
f:72,Anthem Venture Partners,anthem venture,2003-03-01
f:7200,Steel Pier Capital Advisors,steel pieradvisors,2008-01-01
f:7203,Laredo National Bancshares,laredo national bancshares,
f:7208,Kii Capital,kii,2011-02-01
f:7209,Atlanta Technology Angels,atlanta technology angels,1998-01-01
f:7211,Bohemian Venture,bohemian venture,
f:7216,Passion Capital,passion,2011-03-28
f:7217,nk,nk,
f:7220,Campus Medicine,campus medicine,2010-01-01
f:7221,Finance for Business North East Proof of Concept Fund,finance for business north east proof of concept,
f:7222,Cass Entrepreneurship Fund,cass entrepreneurship,2010-11-01
f:7223,Vocap Ventures,vocap ventures,
f:7224,Nationwide Financial,nationwide financial,
f:7225,Anduin Capital,anduin,
f:7226,Deep Creek Capital,deep creek,
f:7228,Twin Capital / Stuart Larkins,twinstuart larkins,
f:7229,Boost Digital,boost digital,
f:7230,Three Circles Ventures,three circles ventures,
f:7231,Convergence Partners Investment,convergenceinvestment,
f:7232,H360 Capital,h360,2011-03-01
f:7233,CPMI Professional Development,cpmi professional development,1998-01-01
f:7234,137 Ventures,137 ventures,2010-01-01
f:7237,Huda Associates,huda associates,2010-01-01
f:7238,Inflexion Private Equity,inflexion private equity,1999-01-01
f:724,Silicon Alley Venture Partners,silicon alley venture,1998-01-01
f:7240,Jarr Capital (Jarrod Yuster),jarrjarrod yuster,
f:7241,"ClearRock Capital, LLC",clearrockllc,2008-01-01
f:7245,New Mountain Capital,new mountain,
f:7247,Pipeline Fund,pipeline,2010-01-01
f:7249,Southport Lane,southport lane,2010-01-01
f:725,Stonehenge Capital,stonehenge,1999-01-01
f:7250,SVG Capital,svg,1996-01-01
f:7251,Pathena,pathena,2013-01-01
f:7252,Duke Street,duke street,1994-01-01
f:7253,Augmentum Capital,augmentum,2009-01-01
f:7255,Renovus Capital Partners,renovuspartners,
f:7256,FMA,fma,
f:7258,Gaja Capital,gaja,2004-01-01
f:7259,Stifel Nicolaus Weisel,stifel nicolaus weisel,
f:7261,JGI Ventures India,jgi ventures india,
f:7262,Hangzhou Binjiang Investment Holding,hangzhou binjiang investment holding,
f:7263,Ingleside Investors,ingleside investors,
f:7264,Zurmont Madison Private Equity,zurmont madison private equity,
f:7265,Berg Enterprises,berg enterprises,
f:7270,CI Capital Partners,cipartners,1993-01-01
f:7272,SAIL Sustainable Partners,sail sustainable,
f:7279,optiontips.in,optiontips in,2005-10-17
f:728,Harbinger Ventures,harbinger ventures,2000-01-01
f:7280,Rogers Ventures,rogers ventures,
f:7281,Baymark Partners,baymark,
f:7282,Warehose Investimentos,warehose investimentos,2000-01-01
f:7283,Harman International,harman international,1980-01-01
f:7284,Energy Technology Ventures,energy technology ventures,2011-01-27
f:7285,EnCap Energy Infrastructure Fund,encap energy infrastructure,
f:7286,Waud Capital Partners,waudpartners,1993-01-01
f:7287,"Philliou Partners, LLC",philliou partners,2006-03-01
f:7288,Crocker Ventures,crocker ventures,
f:7289,TPG-Axon Capital,tpg axon,2005-01-01
f:729,WR Hambrecht,wr hambrecht,1998-01-01
f:7290,WT Investmen,wt investmen,
f:7291,WT Investment Advisors Fund,wt investment advisors,
f:7292,Credit Suisse First Boston Next Fund,credit suisse first boston next,
f:7294,Leapfrog Holdings LLC,leapfrog holdings,
f:7295,Jamestown Wealth Management,jamestown wealth management,2009-01-01
f:7297,ARI Consultancy Limited,ari consultancy limited,
f:7298,Deuche Bank,deuche bank,
f:7299,ForexEASystems,forexeasystems,2007-01-01
f:73,Trident Capital,trident,1993-01-01
f:730,Merus Capital,merus,2007-11-01
f:7300,ArpexCapital,arpexcapital,2011-01-01
f:7301,Ariel Savannah Angel Partners,ariel savannah angel,
f:7303,2B Angels,2b angels,
f:7304,PLUS Ventures,plus ventures,
f:7306,Stochasto Holdings,stochasto holdings,
f:7307,Four Directions Holdings,four directions holdings,
f:7310,atevis AG,atevis ag,2000-07-01
f:7311,DLA Piper - Venture Pipeline,dla piper venture pipeline,2001-01-01
f:7312,Veronis Suhler Stevenson,veronis suhler stevenson,1987-01-01
f:7313,SilverHaze Partners,silverhaze,2000-01-01
f:7314,"The Birkhill Group, LLC",the birkhill group,
f:7315,VFormation,vformation,2009-01-01
f:7320,Outpoint Capital Management,outpointmanagement,2005-01-01
f:7321,Intera Partners,intera,2007-01-01
f:7322,Clearview Capital Investments,clearviewinvestments,2010-10-15
f:7323,New Wave Ventures,new wave ventures,
f:7324,Minerva Business Angel Network,minerva business angel network,1994-01-01
f:7325,Nations Advisory Partners,nations advisory,
f:7326,A Squared Capital Partners,a squaredpartners,
f:7327,Silas Capital,silas,2011-09-01
f:7329,AmericaHomeKey Mortgage,americahomekey mortgage,
f:733,New Atlantic Ventures,new atlantic ventures,1999-01-01
f:7331,JANVEST Technologies LP,janvest technologies,2010-02-01
f:7332,Cornell Venture Capital,cornell venture,2007-08-01
f:7333,Avant! Corporation,avant,
f:7337,Fireman Capital Partners,firemanpartners,2008-01-01
f:7338,Razorback Capital,razorback,1999-01-01
f:7339,Advanta Financia,advanta financia,
f:734,The Grosvenor Funds,the grosvenor funds,
f:7340,Bellevue University,bellevue university,1966-01-01
f:7343,Stingray Digital,stingray digital,2007-01-01
f:7344,William Blair,william blair,1935-01-01
f:7345,BridgeHampton Capital,bridgehampton,
f:7346,Unterberg Capital,unterberg,
f:7348,MAD Ventures,mad ventures,
f:7349,Palos Capital,palos,
f:7350,Cavalry Capital,cavalry,
f:7356,LEK Consulting,lek consulting,1983-01-01
f:7357,BELLE Capital,belle,
f:7358,State of Michigan Pre-Seed Fund,state of michigan pre seed,
f:7359,Boulas Ventures,boulas ventures,
f:7360,Seed4Soft,seed4soft,2011-04-22
f:7361,Matrix Executive,matrix executive,2010-12-01
f:7363,GEIG Tech Farm,geig tech farm,
f:7364,Atlas Holdings,atlas holdings,
f:7366,Carcraft,carcraft,1951-01-01
f:737,SoftTech VC,softtech vc,2004-02-04
f:7371,NES Partners,nes,2002-01-01
f:7372,Trestle Ventures,trestle ventures,2007-01-01
f:7373,Meridian Venture Partners,meridian venture,2007-01-01
f:7375,National Institutes of Health,national institutes of health,
f:7376,Sageview Capital,sageview,2006-01-01
f:7379,ActoMezz,actomezz,
f:7380,IDI Group,idi group,1970-01-01
f:7381,Palamon Capital Partners,palamonpartners,1999-01-01
f:7382,Trade Key Pvt Ltd,trade key pvt,2005-01-01
f:7383,Kalsoft Pvt Ltd,kalsoft pvt,
f:7384,Teleware Technologies,teleware technologies,
f:7386,Survey Tool,survey tool,
f:7387,Smart&co Ventures,smartventures,2011-04-01
f:7388,Interact Spa,interact spa,1995-01-01
f:739,Gunderson Dettmer,gunderson dettmer,1995-01-01
f:7390,Deming Center Venture Fund,deming center venture,1999-01-01
f:7391,Qatar Financial Center,qatar financial center,
f:7393,Lumira Capital,lumira,
f:7394,Diamond Ridge Ventures,diamond ridge ventures,2010-01-01
f:7395,Norrlandsfonden,norrlandsfonden,1961-01-01
f:7396,Caterpillar Financial,caterpillar financial,
f:7397,CapitalSource,capitalsource,2000-01-01
f:7398,The Contrarian Group,the contrarian group,
f:7399,Sumitomo Corporation Equity Asia,sumitomoequity asia,2002-01-01
f:74,True Ventures,true ventures,2006-01-01
f:740,Fortis,fortis,1990-01-01
f:7402,Druid BioVentures,druid bioventures,
f:7403,PathoCapital,pathocapital,
f:7404,Takeda Ventures,takeda ventures,2001-01-01
f:7405,Bright Capital,bright,2010-01-01
f:7407,JH Partners,jh,
f:7408,Ampezzo Capital,ampezzo,2010-06-01
f:7409,Fidelity Growth Partners India,fidelity growthindia,2007-01-01
f:741,DFJ Portage Ventures,dfj portage ventures,
f:7410,FBR Capital,fbr,
f:7411,ERISOFT Microsystems,erisoft microsystems,
f:7413,Rockfish Brand Ventures,rockfish brand ventures,2006-01-01
f:7418,Union Bancaire PrivÃ©e,union bancaire privã©e,1969-01-01
f:742,Pritzker Group Venture Capital,pritzker group venture,1996-01-01
f:7423,Global Grid Capital,global grid,2010-01-01
f:7429,Aurus,aurus,2008-07-01
f:7430,Romulus Capital,romulus,2008-01-01
f:7432,"Launch Pad Ignition, LLC",launch pad ignition,2011-01-01
f:7435,Demas Capital Partners,demaspartners,
f:7436,Greylock Partners Israel,greylockisrael,2006-01-01
f:7437,"Angel Round Capital (""ARC"") Fund",angel roundarc,2010-01-01
f:7438,Mosaico,mosaico,2009-10-01
f:7439,Juvo Capital,juvo,2011-04-01
f:744,Oak Hill Capital Partners,oak hillpartners,1986-01-01
f:7440,Quotidian Ventures,quotidian ventures,2010-09-24
f:7444,Ridgemont Equity Partners,ridgemont equity,1993-01-01
f:7445,Nedermaas Hightech Ventures,nedermaas hightech ventures,
f:7446,Disruptive Capital Finance,disruptivefinance,
f:7447,NFQ Ventures,nfq ventures,2009-01-01
f:7448,Growth Capital Partners,growthpartners,
f:745,Foundry Group,foundry group,2006-06-01
f:7457,Odeon Capital Partners,odeonpartners,
f:7458,ARC,arc,
f:7459,Does not apply,does not apply,
f:746,Clarium Capital,clarium,
f:7460,Inspiration Ventures,inspiration ventures,
f:7461,NVInvestments,nvinvestments,
f:7462,ALM UNLTD,alm unltd,
f:7463,Ocean Group,ocean group,2005-01-01
f:7465,Fondation d'Aide aux Entreprises,fondation daide aux entreprises,
f:7466,IPV Capital,ipv,
f:7467,Core VC,core vc,
f:7468,DFJ VinaCapital,dfj vinacapital,
f:7469,Agility Ventures,agility ventures,2004-01-01
f:7471,Catapult Benture Managers,catapult benture managers,
f:7472,Growlab Ventures,growlab ventures,2011-05-26
f:7478,Upstream Ventures,upstream ventures,2003-01-01
f:7479,Evident Art Website Design,evident art website design,
f:748,Fuse Capital,fuse,2007-11-01
f:7480,Evident Art UK Website Design,evident art uk website design,
f:7484,Anacacia Capital,anacacia,2007-07-02
f:7485,Catagonia Ltd.,catagonia,2009-01-01
f:7488,JustApps,justapps,2009-01-01
f:7489,Themelios Ventures,themelios ventures,2006-01-01
f:749,Baring Vostok Capital Partners,baring vostokpartners,1994-01-01
f:7491,Mitsui Global Investment,mitsui global investment,
f:7492,Broadline Capital,broadline,
f:7493,Teakwood Capital,teakwood,2005-01-01
f:7494,"Promelys Participations SA, Sigma Gestion",promelys participationssigma gestion,
f:7496,Austin Community Foundation,austin community foundation,1977-01-01
f:7497,UnitedWeb,unitedweb,2008-01-01
f:7499,Centurion Venture Partners,centurion venture,
f:75,Radar Partners,radar,
f:750,European Bank for Reconstruction and Development (EBRD),european bank for reconstruction and development ebrd,1991-01-01
f:7500,Austral Capital,austral,2007-01-01
f:7501,Alacrity Ventures,alacrity ventures,
f:7502,"Firich Enterprises Co., Ltd.",firich enterprisesltd,1995-01-01
f:7503,Nedcor Bank,nedcor bank,
f:7504,Embarcadero Ventures,embarcadero ventures,
f:7505,The Social+Capital Partnership,the socialpartnership,2011-01-01
f:7506,Mojo Concept International Inc,mojo concept international,
f:7507,World Financial Group,world financial group,2001-01-01
f:7509,Lough Shore Investments,lough shore investments,2010-01-01
f:751,Carrington Equity,carrington equity,
f:7510,NatWest Bank,natwest bank,1966-01-01
f:7511,Kayne Anderson Mezzanine Partners,kayne anderson mezzanine,
f:7512,Fulcrum Equity Partners,fulcrum equity,2011-07-06
f:7513,TGap Ventures,tgap ventures,1979-01-01
f:7515,Newion Investments,newion investments,2000-01-01
f:7518,Peterson Partners,peterson,1995-01-01
f:7519,Revolution Capital Group,revolutiongroup,2009-02-01
f:752,Ammer!Partners,ammer,
f:7520,Madison Street Capital,madison street,
f:7522,Day2 Ventures,day2 ventures,2011-01-01
f:7523,TTV Capital,ttv,2000-01-01
f:7524,Northbrooks Investments,northbrooks investments,
f:7527,Webb Investment Network,webb investment network,2010-06-01
f:753,Geitner Investment,geitner investment,
f:7530,Altor Equity Partners,altor equity,2003-01-01
f:7532,Kinnevik,kinnevik,1936-01-01
f:7533,MI Ventures,mi ventures,
f:7536,460 Angels,460 angels,2010-01-01
f:7537,INKEF Capital,inkef,
f:754,Persistency Capital,persistency,
f:7540,Nestors Financial,nestors financial,
f:7543,KM Capital Partners,kmpartners,
f:7544,Critical Ventures,critical ventures,2009-07-01
f:7545,ASK Capital,ask,
f:7549,MicroAngel Capital Partners,microangelpartners,
f:755,"Gund Investment, LLC",gund investment,
f:7553,88 Green Ventures,88 green ventures,1994-01-01
f:7554,Vision Ridge Partners,vision ridge,
f:7556,Old Willow Partners,old willow,
f:7557,Envoi Ventures,envoi ventures,
f:7558,Citi Ventures,citi ventures,
f:7559,SPK Partners,spk,
f:756,Bergstein,bergstein,
f:7561,Atlassian Software Systems Pty Ltd.,atlassian software systems pty,
f:7562,Angel List,angel list,
f:7563,Countrywide Financial,countrywide financial,
f:7564,VitaminaK,vitaminak,2011-01-01
f:7565,Day One Capital,day one,2011-06-15
f:7566,"Automated Concepts, Inc",automated concepts,
f:7567,New Evolution Ventures (NeV),new evolution ventures nev,2008-01-01
f:7568,Bluff Point Associates,bluff point associates,
f:7569,Near Earth LLC,near earth,2002-01-01
f:7570,Invesco Asset Management,invesco asset management,
f:7571,Broadhaven Capital Partners,broadhavenpartners,2009-01-01
f:7572,Diallo Group,diallo group,2009-01-01
f:7573,Ubequity Capital,ubequity,2005-01-01
f:7574,Blue Zephyr Investments,blue zephyr investments,
f:7575,Caixa Risc Capital,caixa risc,
f:7576,Project Skyway,project skyway,2010-10-01
f:7578,Kaplan Ventures,kaplan ventures,
f:7579,Pacific General Ventures,pacific general ventures,2003-01-01
f:758,Midatel,midatel,
f:7580,Nestadio Capital,nestadio,
f:7581,Kensington Capital,kensington,1996-01-01
f:7582,Index Advisory,index advisory,
f:7583,Grupo Unik,grupo unik,
f:7584,BuscaPÃ©,buscapã©,
f:7587,Madison Williams,madison williams,2009-01-01
f:7588,CleanPath Ventures,cleanpath ventures,2010-01-01
f:7589,Neveq II,neveq ii,
f:759,Northcap,northcap,2007-01-01
f:7590,MB Financial,mb financial,1911-01-01
f:7591,Finlombarda,finlombarda,2013-01-01
f:7592,VMG Partners,vmg,
f:7593,Finnvera Venture Capital,finnvera venture,
f:7596,NYC SeedStart,nyc seedstart,
f:7597,Boralis BV,boralis bv,2007-02-01
f:7598,Altima Partners,altima,2004-07-01
f:7599,Internet Securities,internet securities,1999-01-01
f:76,Winton Partners,winton,
f:7600,First Republic Bank,first republic bank,1985-01-01
f:7601,Centurion Private Equity,centurion private equity,
f:7605,Saks Gloweli Capital,saks gloweli,
f:7606,U.S. Trust Company,u s trust company,
f:7607,Natalie Alfers,natalie alfers,
f:7609,Leukemia & Lymphoma Society,leukemia lymphoma society,1944-01-01
f:761,Aeris Capital,aeris,
f:7610,courtico,courtico,
f:7612,Kindler Capital,kindler,
f:7613,"Summit Financial Resources, Inc.",summit financial resources,1982-01-01
f:7614,Sanan Private Equity,sanan private equity,
f:7615,BIP Opportunities Fund,bip opportunities,
f:7616,BLH Venture Partners,blh venture,
f:7619,N2V,n2v,2009-01-01
f:762,Connecticut Innovations,connecticut innovations,1995-01-01
f:7620,Klass Capital,klass,
f:7621,Startobaza,startobaza,2011-01-01
f:7622,GSV Capital,gsv,2011-01-01
f:7624,Madison Williams and Company,madison williams and company,
f:7625,Fenox Venture Capital,fenox venture,
f:7626,Parcom Capital,parcom,1982-01-01
f:7628,Blackwater Capital,blackwater,
f:763,Info Edge,info edge,1995-05-01
f:7630,DLA Holdings,dla holdings,
f:7632,Van den Ende & Deitmers,van den ende deitmers,2006-01-01
f:7633,Terawatt Ventures,terawatt ventures,2009-01-01
f:7634,Ontario Venture Capital Fund,ontario venturefund,
f:7635,Cypress Growth Capital,cypress growth,2009-01-01
f:7636,Plan B Ventures,plan b ventures,
f:7637,the west,the west,1997-03-11
f:7639,SoLoMoCo,solomoco,2011-04-01
f:764,Strategis Early Ventures,strategis early ventures,
f:7640,LUZEO,luzeo,2011-04-20
f:7641,MP Star Financial,mp star financial,1995-01-01
f:7644,The Helvetica Group,the helvetica group,2001-01-01
f:7646,TD Securities Inc USA,td securitiesusa,
f:7648,Chesapeake Analytics Corp.,chesapeake analytics,1998-01-01
f:765,Sacramento Angels,sacramento angels,
f:7651,Greentech Capital Advisors,greentechadvisors,2008-01-01
f:7652,Bristol Investment Fund,bristol investment,
f:7653,Parthenon Capital Partners,parthenonpartners,1998-01-01
f:7654,Sawari Ventures,sawari ventures,2009-01-01
f:7657,OMERS Private Equity,omers private equity,1987-01-01
f:7658,RBEF,rbef,
f:7659,VENTIZZ Capital Partners,ventizzpartners,2000-01-01
f:766,Sierra Angels,sierra angels,1997-01-01
f:7660,Nextec,nextec,
f:7661,GammaRebels,gammarebels,2011-05-01
f:7663,Pragma Capital,pragma,
f:7664,PNFW,pnfw,
f:7666,Dunedin Capital Partners,dunedinpartners,
f:7667,Spectrum Assets,spectrum assets,
f:7668,Harbinger Capital Partners,harbingerpartners,2001-01-01
f:7669,Hanse Ventures,hanse ventures,2010-01-01
f:767,Celtic House Venture Partners,celtic house venture,1994-01-01
